,c,cyclical_var,price,distribution,media1,media2,media3,error,actual
2022-04-23,10.0,0.4675081213427074,-3.0,5.000000000000001,0.07338559203777018,0.6442367351469734,0.0,-0.27631063957511726,12.908819808952334
2022-04-30,10.0,0.44272801282660496,-3.0,5.000000000000001,0.040182921334675735,0.5081642505637727,0.0,0.018497744634269838,13.009572929359326
2022-05-07,10.0,0.41149193294682823,-3.0,5.000000000000001,0.021990918536898534,0.7500993786299405,0.0,-0.08456208621150173,13.099020143902168
2022-05-14,10.0,0.37425537408555065,-3.0,5.000000000000001,0.012033074640069318,0.40528774099403936,0.0,-0.00192140503456068,12.789654784685098
2022-05-21,10.0,0.3315613291203976,-2.75,5.000000000000001,0.006583992053019434,0.4489565514126434,0.0,-0.042075861753314486,12.995026010832746
2022-05-28,10.0,0.2840323733655779,-2.75,5.000000000000001,0.003602432328964984,0.6824838611552957,0.0,0.3755797109196459,13.595698377769487
2022-06-04,10.0,0.2323615860218845,-2.0,5.000000000000001,0.001971063076335441,0.3637728746474978,0.0,0.23612559716665063,13.834231120912369
2022-06-11,10.0,0.1773024435212679,-2.0,5.000000000000001,0.0010784615398567413,0.7455425633936913,0.0,0.056025396039713064,13.979948864494531
2022-06-18,10.0,0.1196578321437788,-2.0,5.000000000000001,0.0005900769309215286,0.7804282247560723,0.0,0.24592345754475847,14.146599591375532
2022-06-25,10.0,0.0602683401276615,-2.0,5.000000000000001,0.00032285875008562396,0.6164166482218064,0.0,-0.056313845322621264,13.620694001776933
2022-07-02,10.0,-1.6081226496766366e-16,-2.0,5.000000000000001,0.00017665115087982686,0.3068491173502575,0.9364431668276338,0.34850366880924805,14.59197260413802
2022-07-09,10.0,-0.0602683401276614,-2.0,5.000000000000001,9.665412128542231e-05,0.15257384286317463,1.0,0.16300458136721055,14.255406738224012
2022-07-16,10.0,-0.1196578321437787,-2.0,5.000000000000001,5.2883998130772344e-05,0.07584248403943122,0.9800371416207787,0.27919286261176623,14.21546754012633
2022-07-23,10.0,-0.1773024435212678,-2.0,5.000000000000001,2.8935313037297862e-05,0.03769768370317993,0.9828094197750243,0.1466586770342668,13.989892272304242
2022-07-30,10.0,-0.232361586021884,-2.0,5.000000000000001,1.5831865402212895e-05,0.018737398146586093,0.8160547630217876,0.18250857600320824,13.7849549830151
2022-08-06,10.0,-0.2840323733655778,-2.0,5.000000000000001,8.662355294727969e-06,0.009313266947891752,0.6829374382507982,-0.2918114531200807,13.116415541068328
2022-08-13,10.0,-0.3315613291203975,-2.0,5.000000000000001,4.739580418601393e-06,0.004629076521470711,0.9780082344093266,-0.16583086735091443,13.485249854039905
2022-08-20,10.0,-0.37425537408555054,-2.0,5.000000000000001,2.593246499355258e-06,0.002300840723506979,0.9821740921436795,0.02457895578532528,13.63480110781346
2022-08-27,10.0,-0.4114919329468282,-2.5,5.000000000000001,1.4188866550317934e-06,0.0011436120508886785,0.9765807272019364,0.09194046027783997,13.158174285470492
2022-09-03,10.0,-0.4427280128266048,-2.5,5.000000000000001,7.763393647023242e-07,0.00056842200713569,0.9485284668061005,-0.010818466573198541,12.9955511857528
2022-09-10,10.0,-0.4675081213427074,-2.5,5.000000000000001,4.2477163841729446e-07,0.0002825290068224297,0.907076749826597,0.020291044206349404,12.9601426264687
2022-09-17,10.0,-0.485470908713026,-2.5,5.000000000000001,2.324124641971307e-07,0.00014042848203728544,0.9946988312016681,-0.14751734351390525,12.861851239869239
2022-09-24,10.0,-0.496354437049027,-2.5,5.000000000000001,1.2716374783270456e-07,6.97987041555891e-05,0.9092814400518852,0.5262975559561177,13.439294484826881
2022-10-01,10.0,-0.5,-2.5,5.000000000000001,6.957724414101898e-08,3.4692813244378245e-05,0.3781166355911241,-0.3583922039190696,12.01975919406254
2022-10-08,10.0,-0.496354437049027,-3.0,5.000000000000001,3.806897000729891e-08,1.7243748366857444e-05,0.061153131795242836,-0.09920852613989382,11.465607450423661
2022-10-15,10.0,-0.485470908713026,-3.0,5.000000000000001,2.082931704623561e-08,8.570848828081351e-06,0.008888176293845768,0.13808139897485822,11.661507258233824
2022-10-22,10.0,-0.4675081213427074,-3.0,5.000000000000001,1.1396695222629289e-08,4.2600627236562605e-06,0.0012884663253199668,0.12006640757464163,11.653851024016674
2022-10-29,10.0,-0.44272801282660507,-3.0,5.000000000000001,6.235665898655797e-09,2.117425563500947e-06,0.0001867710586499925,0.246810598684568,11.804271480577844
2022-11-05,10.0,-0.4114919329468285,-3.0,5.000000000000001,3.4118249580327135e-09,1.052447183951095e-06,2.707357368672659e-05,-0.0235850806976302,11.564951115788238
2022-11-12,10.0,-0.37425537408555054,-3.0,5.000000000000001,1.8667692806896927e-09,5.23109333380861e-07,3.924475128290954e-06,0.07627735589066356,11.702026431256346
2022-11-19,10.0,-0.33156132912039776,-3.0,5.000000000000001,1.0213969327828862e-09,2.6000675268364207e-07,5.68875952725075e-07,0.23795335859651817,11.906392859380222
2022-11-26,10.0,-0.28403237336557796,-3.0,5.000000000000001,5.588541150156757e-10,1.2923399971506987e-07,8.246194433810071e-08,0.18093552187323225,11.896903360762455
2022-12-03,10.0,-0.2323615860218842,-3.0,5.000000000000001,3.057752689926493e-10,6.423458817885313e-08,1.1953348056715556e-08,-0.3857857214492384,11.381852769022588
2022-12-10,10.0,-0.17730244352126795,-3.0,5.000000000000001,1.6730397542998227e-10,3.192721983072478e-08,1.7327087168737478e-09,-0.024351792572725642,11.79834579773324
2022-12-17,10.0,-0.1196578321437789,-3.0,5.000000000000001,9.153984325445555e-11,1.5869135227911494e-08,2.5116640821343324e-10,0.18799686309516717,12.068339047163228
2022-12-24,10.0,-0.0602683401276618,-3.0,5.000000000000001,5.0085736943873055e-11,7.887609826878712e-09,3.6408060974413396e-11,-0.2506630683886606,11.689068599457784
2022-12-31,10.0,0.0,-3.0,5.000000000000001,0.15134283786932035,3.920464970999023e-09,5.277564437638475e-12,-0.05134612073041822,12.099996721064645
2023-01-07,10.0,0.0602683401276615,-3.0,5.000000000000001,0.7248039867068696,1.9486315786632436e-09,7.650142756297963e-13,-0.15152625043346934,12.633546078350461
2023-01-14,10.0,0.11965783214377886,-2.75,5.000000000000001,0.7474330934635367,9.685496637395029e-10,1.1089335787991993e-13,-0.31115028190278626,12.80594064467319
2023-01-21,10.0,0.1773024435212678,-2.75,5.000000000000001,0.9576704422167396,4.814088314084647e-10,1.607465012565974e-14,-0.35613262168151155,13.028840264537923
2023-01-28,10.0,0.23236158602188425,-2.0,5.000000000000001,0.8524711799161292,2.3927989615243457e-10,2.330115902362459e-15,-0.3314893242731874,13.753343441904109
2023-02-04,10.0,0.2840323733655779,-2.0,5.000000000000001,0.9567241130392785,1.189319035448695e-10,3.377641240088626e-16,0.046434161088178105,14.28719064761197
2023-02-11,10.0,0.3315613291203976,-2.0,5.000000000000001,1.0000000000016491,5.911402465585791e-11,4.8960913640307e-17,0.04977095182795172,14.381332281009112
2023-02-18,10.0,0.37425537408555054,-2.0,5.000000000000001,0.9556038330878797,2.938209014450877e-11,7.09717490431488e-18,0.1689615534427907,14.498820760645604
2023-02-25,10.0,0.4114919329468282,-2.0,5.000000000000001,0.598093034152238,0.1854798100298788,1.028777608042224e-18,0.2601233324189562,14.455188109547905
2023-03-04,10.0,0.44272801282660496,-2.0,5.000000000000001,0.3443878121160246,0.41082280206828153,1.4912741775119744e-19,0.293223158843201,14.491161785854114
2023-03-11,10.0,0.4675081213427074,-2.0,5.000000000000001,0.1916015805863085,0.3888983593781013,2.161690393656722e-20,-0.263609907329837,13.78439815397728
2023-03-18,10.0,0.485470908713026,-2.0,5.000000000000001,0.10537437874437607,0.2715361395529003,3.1334984729796492e-21,0.14868487214773915,14.01106629915804
2023-03-25,10.0,0.496354437049027,-2.0,5.000000000000001,0.05774481191136339,0.4819633062467956,4.542191938761526e-22,-0.20768160297939683,13.82838095222779
2023-04-01,10.0,0.5,-2.0,5.000000000000001,0.031609613965452754,0.4269292773311846,6.584176691470237e-23,-0.13352690458043526,13.825011986716202
2023-04-08,10.0,0.496354437049027,-2.0,5.000000000000001,0.017297514809592223,0.8660938571305488,9.544154736076643e-24,0.06833655245989421,14.448082361449062
2023-04-15,10.0,0.485470908713026,-2.0,5.000000000000001,0.009464676305019116,0.4377193072722387,1.3834818519403033e-24,0.11855727379553256,14.051212166085817
2023-04-22,10.0,0.4675081213427074,-2.5,5.000000000000001,0.005178632630151851,0.2177307216503935,0.9686809007832855,-0.0412104581997803,14.117887918206758
2023-04-29,10.0,0.44272801282660496,-2.5,5.000000000000001,0.0028334831482673822,0.1082415382730979,0.9962548337503082,-0.04602366889917378,14.004034199099106
2023-05-06,10.0,0.41149193294682823,-2.5,5.000000000000001,0.001550333119486116,0.053802988504132586,0.9223812371643005,0.1510277521939316,14.04025424392868
2023-05-13,10.0,0.37425537408555065,-2.5,5.000000000000001,0.0008482601685363512,0.02674259637892715,0.9882326403157049,0.06770015160622876,13.957779022554947
2023-05-20,10.0,0.3315613291203976,-2.5,5.000000000000001,0.0004641229263768736,0.013292203031631795,0.943801256859857,-0.1423196308088952,13.646799281129368
2023-05-27,10.0,0.2840323733655779,-2.5,5.000000000000001,0.000253943405113203,0.006606773689617535,0.908466971214379,-0.02120614754585988,13.67815391412883
2023-06-03,10.0,0.2323615860218845,-3.0,5.000000000000001,0.00013894433559758906,0.0032838375499236122,0.8823126498840641,-0.1733870413154562,12.944709976476014
2023-06-10,10.0,0.1773024435212679,-3.0,5.000000000000001,7.602295584015256e-05,0.001632201759588844,0.8751595213798006,-0.00649989678459144,13.047670292831908
2023-06-17,10.0,0.1196578321437788,-3.0,5.000000000000001,4.15957208971304e-05,0.0008112710989108455,0.31783292084328,0.0253953988117558,12.463739018618625
2023-06-24,10.0,0.0602683401276615,-3.0,5.000000000000001,2.2758967694065007e-05,0.0004032349473944045,0.04969293588020685,0.11989452652604914,12.23028179644901
2023-07-01,10.0,-1.6081226496766366e-16,-3.0,6.000000000000001,1.2452497498306933e-05,0.00020042427580278953,0.007215971277456341,0.09096731516577494,13.098396163216535
2023-07-08,10.0,-0.0602683401276614,-3.0,6.000000000000001,6.813344788828771e-06,9.961906965414063e-05,0.0010460366100764579,0.4088120960569415,13.349696224953803
2023-07-15,10.0,-0.1196578321437787,-3.0,6.000000000000001,3.7279001434906757e-06,4.951475562433738e-05,0.00015162933056321376,-0.23371016888427212,12.646836870958282
2023-07-22,10.0,-0.1773024435212678,-3.0,6.000000000000001,2.039708822979386e-06,2.4610860480595865e-05,2.197957140149199e-05,0.2692841647280114,13.09203035134745
2023-07-29,10.0,-0.232361586021884,-3.0,6.000000000000001,1.1160202586967979e-06,1.2232605128584911e-05,3.186069274726048e-06,0.023985638277140203,12.791640586949919
2023-08-05,10.0,-0.2840323733655778,-3.0,6.000000000000001,6.106269697857498e-07,6.080105502592604e-06,4.6183964348129337e-07,0.2352725758010159,12.951247355007554
2023-08-12,10.0,-0.3315613291203975,-3.0,6.000000000000001,3.341026234282563e-07,3.0220613298679043e-06,6.694639629508988e-08,0.23725251395400507,12.905694607943957
2023-08-19,10.0,-0.37425537408555054,-3.0,6.000000000000001,1.828031981961177e-07,1.5020881919873976e-06,9.704277318237827e-09,-0.14312824898592066,12.482618071524197
2023-08-26,10.0,-0.4114919329468282,-3.0,6.000000000000001,1.0002019417816554e-07,7.465993208703445e-07,1.4066925701895006e-09,0.11351034461357888,12.70201925969296
2023-09-02,10.0,-0.4427280128266048,-3.0,6.000000000000001,5.472573424402141e-08,3.710904252476358e-07,2.0390843358397185e-10,0.13622707121734196,12.693499484410808
2023-09-09,10.0,-0.4675081213427074,-2.75,6.000000000000001,2.994301314005091e-08,1.8444713229840395e-07,2.955773718280738e-11,-0.11570363221070788,12.66678846086629
2023-09-16,10.0,-0.485470908713026,-2.75,6.000000000000001,1.6383225337962636e-08,9.167777527647665e-08,4.28456936288577e-12,-0.02171463694513414,12.742814562407125
2023-09-23,10.0,-0.496354437049027,-2.0,6.000000000000001,8.96403014683393e-09,4.556760723200943e-08,6.210737483672213e-13,0.26397845203032383,13.767624069513557
2023-09-30,10.0,-0.5,-2.0,6.000000000000001,4.904640863795877e-09,2.2648966148979598e-08,9.00283244921281e-14,-0.3166392141661556,13.18336081338754
2023-10-07,10.0,-0.496354437049027,-2.0,6.000000000000001,2.68355880209893e-09,1.125746333367442e-08,1.3050139749374208e-14,-0.06815569406387609,13.435489882828133
2023-10-14,10.0,-0.485470908713026,-2.0,6.000000000000001,1.4683007470498374e-09,5.59542011213318e-09,1.891695179699673e-15,0.18038132717255784,13.694910425523254
2023-10-21,10.0,-0.4675081213427074,-2.0,6.000000000000001,8.033761295265377e-10,2.781152849737541e-09,2.742124392246894e-16,0.2645987071698085,13.797090589411631
2023-10-28,10.0,-0.44272801282660507,-2.0,6.000000000000001,4.395647191420611e-10,1.3823468155377616e-09,3.974871989550219e-17,-0.23473150912536023,13.322540479869948
2023-11-04,10.0,-0.4114919329468285,-2.0,6.000000000000001,2.405064517268018e-10,6.870829550442439e-10,5.7618127674962015e-18,-0.16006112392638006,13.428446944054382
2023-11-11,10.0,-0.37425537408555054,-2.0,6.000000000000001,1.3159234761860464e-10,3.4150835507128534e-10,8.352089439599499e-19,0.0920885449891837,13.717833171376734
2023-11-18,10.0,-0.33156132912039776,-2.0,6.000000000000001,7.200033856657638e-11,1.6974363244971634e-10,1.2106849150077914e-19,0.042741232621874924,13.711179903743222
2023-11-25,10.0,-0.28403237336557796,-2.0,6.000000000000001,3.9394758491022605e-11,8.436953394949909e-11,1.7549596110380136e-20,-0.339768162542375,13.376199464215812
2023-12-02,10.0,-0.2323615860218842,-2.0,6.000000000000001,2.155471803970704e-11,4.193511212247875e-11,2.543918073312142e-21,-0.11886858164391044,13.648769832397694
2023-12-09,10.0,-0.17730244352126795,-2.0,6.000000000000001,1.1793596091651325e-11,2.0843467379794693e-11,3.6875601711975716e-22,-0.11550089850636631,13.707196658005003
2023-12-16,10.0,-0.1196578321437789,-2.5,6.000000000000001,6.4528289591536605e-12,1.0360056535527515e-11,5.345337241343683e-23,-0.22884139837241838,13.151500769500615
2023-12-23,10.0,-0.0602683401276618,-2.5,6.000000000000001,3.530645042657372e-12,5.14937219722718e-12,7.748383456049871e-24,0.4256092122967429,13.865340872177764
2023-12-30,10.0,0.0,-2.5,6.000000000000001,0.2998044688407054,2.5594487766206113e-12,1.1231741510643294e-24,0.22940476324620276,14.029209232089467
2024-01-06,10.0,0.0602683401276615,-2.5,6.000000000000001,0.5481841718247042,1.2721508155250832e-12,1.6281075669197718e-25,-0.23559500858725257,13.872857503366388
2024-01-13,10.0,0.11965783214377886,-2.5,6.000000000000001,0.6287584524244707,6.323110320566597e-13,2.360038509566447e-26,0.3401717698419884,14.588588054410872
2024-01-20,10.0,0.1773024435212678,-2.5,6.000000000000001,0.4892541503955622,3.1428446720409683e-13,3.421015834459958e-27,-0.11911699733912498,14.047439596578021
2024-01-27,10.0,0.23236158602188425,-3.0,6.000000000000001,0.468249359314322,1.5621224574318686e-13,4.95896541187192e-28,0.078015605968227,13.77862655130459
2024-02-03,10.0,0.2840323733655779,-3.0,6.000000000000001,0.8270221162687394,7.764388083577458e-14,7.188314566811712e-29,0.01420412068403664,14.125258610318435
2024-02-10,10.0,0.3315613291203976,-3.0,6.000000000000001,0.7664579077541781,3.8592187203754473e-14,1.0419888428286546e-29,-0.15264819989318532,13.94537103698143
2024-02-17,10.0,0.37425537408555054,-3.0,6.000000000000001,0.520393966683395,1.9181896849280178e-14,1.5104246461225271e-30,-0.07719852071796517,13.817450820050999
2024-02-24,10.0,0.4114919329468282,-3.0,6.000000000000001,0.29589488368230815,0.1315550125676677,2.1894501340543754e-31,0.0182487551279557,13.857190584324764
2024-03-02,10.0,0.44272801282660496,-3.0,6.000000000000001,0.16390088631994745,0.0723136068381222,3.1737378635980315e-32,-0.02443367249166576,13.65450883349301
2024-03-09,10.0,0.4675081213427074,-3.0,6.000000000000001,0.09001554426721953,0.2208313030111636,4.6005213227594996e-33,0.15812594935792496,13.936480917979015
2024-03-16,10.0,0.485470908713026,-3.0,6.000000000000001,0.0493075239784572,0.652426290507391,6.668728594103395e-34,0.00907882842310828,14.196283551621983
2024-03-23,10.0,0.496354437049027,-3.0,6.000000000000001,0.02698762109740737,0.9854653318796976,9.666717735184182e-35,0.06462350138178202,14.573430891407915
2024-03-30,10.0,0.5,-3.0,6.000000000000001,0.01476769424306686,0.7384084149600278,1.4012480857948014e-35,-0.05188710937408417,14.201288999829012
2024-04-06,10.0,0.496354437049027,-3.0,6.000000000000001,0.008080343539014491,1.0,2.031192232702742e-36,-0.00235507822832822,14.502079702359714
2024-04-13,10.0,0.485470908713026,-3.0,6.000000000000001,0.004421174840251507,0.9529356742623157,2.9443336465660815e-37,-0.01241757116673634,14.430410186648857
2024-04-20,10.0,0.4675081213427074,-3.0,6.000000000000001,0.002419038494595698,0.4753689610454097,0.97472744191593,0.15647427322887777,15.076497836027519
2024-04-27,10.0,0.44272801282660496,-3.0,6.000000000000001,0.0013235703757173971,0.23649088102574917,0.807426476015809,0.08228667095660885,14.570255611200492
2024-05-04,10.0,0.41149193294682823,-2.75,6.000000000000001,0.0007241875398672063,0.11757186278689503,0.905572097503298,-0.4016406796857315,14.283719401091158
2024-05-11,10.0,0.37425537408555065,-2.75,6.000000000000001,0.0003962369607302742,0.05844124924469666,0.7431937244088361,-0.16289253140570525,14.263394053294109
2024-05-18,10.0,0.3315613291203976,-2.0,6.000000000000001,0.00021679980992138367,0.029048088733303827,0.7777201026918081,0.5003817383546231,15.638928058710054
2024-05-25,10.0,0.2840323733655779,-2.0,6.000000000000001,0.0001186213339945253,0.014438137779964083,0.9914210626646996,-0.11220560983478496,15.177804585309453
2024-06-01,10.0,0.2323615860218845,-2.0,6.000000000000001,6.490328944024086e-05,0.0071763514798019725,0.9409239552862337,-0.0812141960951766,15.099312599982182
2024-06-08,10.0,0.1773024435212679,-2.0,6.000000000000001,3.5511630433673845e-05,0.0035669411887677815,0.9862131056771796,0.0043548905612727,15.171472892578924
2024-06-15,10.0,0.1196578321437788,-2.0,6.000000000000001,1.9430076755956773e-05,0.001772915876976581,0.6098275817769876,-0.548308690964279,14.182969068910223
2024-06-22,10.0,0.0602683401276615,-2.0,6.000000000000001,1.063110530508871e-05,0.0008812117779489482,0.12248597999147887,0.6112702868828848,14.794916449885282
2024-06-29,10.0,-1.6081226496766366e-16,-2.0,6.000000000000001,5.81677578649093e-06,0.0004379983282645048,0.017947074422069848,0.12088376296522255,14.139274652491343
2024-07-06,10.0,-0.0602683401276614,-2.0,6.000000000000001,3.1826305524165463e-06,0.00021770309920488403,0.002602131415717398,0.40722009894671984,14.349774775964534
2024-07-13,10.0,-0.1196578321437787,-2.0,6.000000000000001,1.741366283477171e-06,0.00010820735221504754,0.0003771962040878934,-0.16037089833952312,13.720458414439285
2024-07-20,10.0,-0.1773024435212678,-2.0,6.000000000000001,9.527830777988496e-07,5.378348362742522e-05,5.4676833124112026e-05,0.3312204055888805,14.154027375167441
2024-07-27,10.0,-0.232361586021884,-2.0,6.000000000000001,5.213122603516171e-07,2.6732593042763593e-05,7.925731361393642e-06,0.180187645367808,13.947861238982588
2024-08-03,10.0,-0.2840323733655778,-2.0,6.000000000000001,2.8523436144639754e-07,1.32871930671929e-05,1.1488817821534901e-06,-0.01475303501029254,13.701229312933341
2024-08-10,10.0,-0.3315613291203975,-2.5,6.000000000000001,1.5606508255696275e-07,6.604278878672853e-06,1.6653723033508405e-07,0.19006309700054003,13.358508694761333
2024-08-17,10.0,-0.37425537408555054,-2.5,6.000000000000001,8.53905184144111e-08,3.282596955330897e-06,2.414055955841591e-08,-0.15707039379310495,12.968677624249377
2024-08-24,10.0,-0.4114919329468282,-2.5,6.000000000000001,4.672115322413969e-08,1.631585063123746e-06,3.499317327548014e-09,0.08718592955814913,13.175695678416856
2024-08-31,10.0,-0.4427280128266048,-2.5,6.000000000000001,2.556333184440698e-08,8.109645669064741e-07,5.072468071523564e-10,-0.07945733654709367,12.977815487661449
2024-09-07,10.0,-0.4675081213427074,-2.5,6.000000000000001,1.3986896510286323e-08,4.030825873820348e-07,7.352843405789396e-11,-0.3348729945704896,12.697619301229818
2024-09-14,10.0,-0.485470908713026,-2.5,6.000000000000001,7.65288637569607e-09,2.0034854650971834e-07,1.0658382741445602e-11,-0.05046963255939938,12.964059666739665
2024-09-21,10.0,-0.496354437049027,-3.0,6.000000000000001,4.187252678694171e-09,9.958142907947844e-08,1.5449958117386198e-12,0.1068732297994816,12.610518896520684
2024-09-28,10.0,-0.5,-3.0,6.000000000000001,2.291042115941095e-09,4.94960467159175e-08,2.2395630896307302e-13,-0.26803706068857275,12.23196299109874
2024-10-05,10.0,-0.496354437049027,-3.0,6.000000000000001,1.2535364783987084e-09,2.4601561387003136e-08,3.2463795657750834e-14,-0.4091921143356295,12.094453474470475
2024-10-12,10.0,-0.485470908713026,-3.0,6.000000000000001,6.858685363061379e-10,1.2227983098372276e-08,4.705819779705217e-15,0.0502415607850805,12.564770664985913
2024-10-19,10.0,-0.4675081213427074,-3.0,6.000000000000001,3.752708095863648e-10,6.077808164365959e-09,6.821364954525189e-16,-0.30165621029871775,12.230835674811654
2024-10-26,10.0,-0.44272801282660507,-3.0,6.000000000000001,2.0532824159868868e-10,3.020919458725023e-09,9.887973195127171e-17,-0.3859322015681784,12.171339788831467
2024-11-02,10.0,-0.4114919329468285,-3.0,6.000000000000001,1.1234470073619418e-10,1.5015206352857165e-09,1.4333203773636682e-17,-0.15759099805952487,12.430917070607512
2024-11-09,10.0,-0.37425537408555054,-3.0,6.000000000000001,6.146904919282002e-11,7.463172219561124e-10,2.0776829220960543e-18,-0.08778194879210756,12.537962677930128
2024-11-16,10.0,-0.33156132912039776,-3.0,6.000000000000001,3.363259667709476e-11,3.70950210539266e-10,3.0117246590113404e-19,-0.17773812155159238,12.490700549732592
2024-11-23,10.0,-0.28403237336557796,-3.0,6.000000000000001,1.8401969350393832e-11,1.8437743984851747e-10,4.3656735708961236e-20,0.14270314743274,12.858670774269942
2024-11-30,10.0,-0.2323615860218842,-3.0,6.000000000000001,1.0068579575464577e-11,9.16431352759543e-11,6.328302844881394e-21,0.02255194021967348,12.790190354299499
2024-12-07,10.0,-0.17730244352126795,-3.0,6.000000000000001,5.508991605036709e-12,4.555038973372743e-11,9.173250415127482e-22,0.251875425272881,13.074572981802675
2024-12-14,10.0,-0.1196578321437789,-3.0,6.000000000000001,3.0142274068449812e-12,2.2640408347518278e-11,1.3297170701414756e-22,0.15495802958968474,13.035300197471559
2024-12-21,10.0,-0.0602683401276618,-3.0,6.000000000000001,1.6492250327389776e-12,1.1253209756026154e-11,1.9275037817672592e-23,0.14009423772234958,13.079825897607591
