,c,seasonality,holidays,price,distribution,media1,media2,media3,error
2024-03-02,1,0.8854560256532099,0,6.0,0.3,0.23425192056072133,0.08245980325155197,6.605069226535065e-32,-0.7496014489617763
2024-03-09,1,0.9350162426854148,0,6.0,0.3,0.12987823878278654,0.04891655182624606,9.574439705151963e-33,-1.001081567752517
2024-03-16,1,0.970941817426052,0,6.0,0.3,0.0713510822619436,0.03884834203730474,1.387871837880483e-33,1.1461721896034691
2024-03-23,1,0.992708874098054,0,6.0,0.3,0.039087245406735256,0.0662383938195841,2.011802567773523e-34,-1.9611773026243624
2024-03-30,1,1.0,0,6.0,0.3,0.021394302993975677,0.14244519146993587,2.9162271769136374e-35,2.265859325679368
2024-04-06,1,0.992708874098054,0,6.0,0.3,0.011707110753822613,0.0932302496857974,4.227244304982444e-36,0.998791437539212
2024-04-13,1,0.970941817426052,0,6.0,0.3,0.006405719355767906,0.04706639289864825,6.127641411297259e-37,-0.9139475397280185
2024-04-20,1,0.9350162426854148,0,6.0,0.3,0.003504903666494175,0.02339816844855091,0.7205297372853777,0.5632224993384437
2024-04-27,1,0.8854560256532099,0,6.0,0.3,0.0019177026532618117,0.011630368952710628,0.9223482821735397,-0.5525312443060489
2024-05-04,1,0.8229838658936565,0,5.5,0.3,0.001049265892711125,0.005780833502024778,0.8533259460479755,-0.2091486272252791
2024-05-11,1,0.7485107481711013,0,5.5,0.3,0.0005741026802726796,0.0028733187575180385,0.7621961740741688,1.1712523099759864
2024-05-18,1,0.6631226582407952,0,4.0,0.3,0.00031411849828193617,0.001428158010130964,0.9272386401143007,-0.4584861203143234
2024-05-25,1,0.5680647467311558,0,4.0,0.3,0.00017186895112721124,0.0007098531126438374,0.9333726145498892,-0.1558035313992156
2024-06-01,1,0.464723172043769,1,4.0,0.3,9.403755599665317e-05,0.0003528260700755207,0.8891898433976105,-0.251452544398896
2024-06-08,1,0.3546048870425358,0,4.0,0.3,5.1452352713677785e-05,0.0001753690018962752,0.9409759276525392,-0.2087593483525582
2024-06-15,1,0.2393156642875576,0,4.0,0.3,2.8151992762687486e-05,8.716557306396951e-05,0.6369114310266485,-1.4528245824463113
2024-06-22,1,0.120536680255323,1,4.0,0.3,1.5403274182001445e-05,4.332485804792805e-05,0.14148875143530018,1.112182850975333
2024-06-29,1,-3.216245299353273e-16,0,4.0,0.3,8.427852958557786e-06,2.1534227998664742e-05,0.02084667931311807,-0.8179682619586879
2024-07-06,1,-0.1205366802553228,1,4.0,0.3,4.6112732039292965e-06,1.0703392840475448e-05,0.0030229076912835317,0.7283067433354908
2024-07-13,1,-0.2393156642875574,0,4.0,0.3,2.523043610938997e-06,5.320024395644417e-06,0.00043819162807613753,1.070855703990796
2024-07-20,1,-0.3546048870425356,0,4.0,0.3,1.380475365730456e-06,2.6442699050551353e-06,6.351848598496551e-05,-0.2165772693555082
2024-07-27,1,-0.464723172043768,0,4.0,0.3,7.553227487325723e-07,1.3143103885938345e-06,9.207381411811031e-06,-0.8929208919819681
2024-08-03,1,-0.5680647467311556,0,4.0,0.3,4.1327246317855754e-07,6.532660657153732e-07,1.3346645606920377e-06,-1.0871724974572468
2024-08-10,1,-0.663122658240795,0,5.0,0.3,2.261207266804125e-07,3.2469997674733347e-07,1.9346754628446036e-07,0.4984713744794571
2024-08-17,1,-0.7485107481711011,0,5.0,0.3,1.2372124346543982e-07,1.6138918035527008e-07,2.8044268625720886e-08,-1.1397261390423228
2024-08-24,1,-0.8229838658936564,0,5.0,0.3,6.769368871818886e-08,8.021702926087332e-08,4.0651831165273896e-09,-2.331978418583415
2024-08-31,1,-0.8854560256532096,0,5.0,0.3,3.7038388589709673e-08,3.9871147305381745e-08,5.892724103969935e-10,-0.9726681584802626
2024-09-07,1,-0.9350162426854148,1,5.0,0.3,2.0265437669283477e-08,1.9817592375274438e-08,8.54185318844156e-11,1.0889415451220068
2024-09-14,1,-0.970941817426052,0,5.0,0.3,1.1088170397394516e-08,9.850154663082003e-09,1.238192296220585e-11,0.6905338129510935
2024-09-21,1,-0.992708874098054,0,6.0,0.3,6.066857512187304e-09,4.895930093288766e-09,1.7948331920461388e-12,2.3628765191417225
2024-09-28,1,-1.0,0,6.0,0.3,3.319461981016484e-09,2.4334776760622515e-09,2.6017171945775305e-13,1.5562989215714975
2024-10-05,1,-0.992708874098054,0,6.0,0.3,1.8162331687004175e-09,1.2095380217970902e-09,3.771343426540762e-14,0.5136464801252567
2024-10-12,1,-0.970941817426052,0,6.0,0.3,9.937462582648504e-10,6.01189910457758e-10,5.4667860406026035e-15,1.450351984546572
2024-10-19,1,-0.9350162426854148,1,6.0,0.3,5.43725135535327e-10,2.9881599579582287e-10,7.924430695811752e-16,1.1001393015007177
2024-10-26,1,-0.8854560256532101,0,6.0,0.3,2.9749749551672516e-10,1.4852378223623422e-10,1.1486932429095296e-16,1.1851211603624112
2024-11-02,1,-0.822983865893657,0,6.0,0.3,1.6277481774239872e-10,7.382239973802867e-11,1.665099004529621e-17,-0.3494673871436489
2024-11-09,1,-0.7485107481711011,0,6.0,0.3,8.90617288896859e-11,3.66927546620999e-11,2.4136597929860886e-18,0.8472459480843614
2024-11-16,1,-0.6631226582407955,1,6.0,0.3,4.8729844473687456e-11,1.8237801120944792e-11,3.498743065985668e-19,0.9832154516285512
2024-11-23,1,-0.5680647467311559,0,6.0,0.3,2.6662380935485818e-11,9.064933739376539e-12,5.071635645319523e-20,-0.6548209763444074
2024-11-30,1,-0.4647231720437684,2,6.0,0.3,1.458823775915828e-11,4.5056431504189035e-12,7.351636754620995e-21,0.5116722828619279
2024-12-07,1,-0.3546048870425359,0,6.0,0.3,7.981908346170496e-12,2.239489088677335e-12,1.0656633628989579e-21,-0.9696398708680122
2024-12-14,1,-0.2393156642875578,0,6.0,0.3,4.36727601362745e-12,1.1131177527537997e-12,1.5447422675110977e-22,-0.6733961532010276
2024-12-21,1,-0.1205366802553236,0,6.0,0.3,2.3895413166898147e-12,5.532650896850109e-13,2.2391955622308286e-23,0.1912641618256094
