,c,seasonality,holidays,price,distribution,media1,media2,media3,error,actual
2022-07-23,20.0,-0.3546048870425356,0.0,-2.0,2.0000000000000004,3.7149904711461935e-05,0.03681770755375479,0.9694591695959981,0.5129056743494026,21.164614814361325
2022-07-30,20.0,-0.464723172043768,0.0,-2.0,2.0000000000000004,2.032645336790934e-05,0.018300142438865984,0.9646259601051378,0.6204324074552998,21.1386556644089
2022-08-06,20.0,-0.5680647467311556,0.0,-2.0,2.0000000000000004,1.11215549453615e-05,0.009095948736571106,0.9966071473897515,-0.09188327409409335,20.34576619685602
2022-08-13,20.0,-0.663122658240795,0.0,-2.0,2.0000000000000004,6.085123762569506e-06,0.0045210624113914315,0.9747395077426071,0.0550706197452111,20.37121461678218
2022-08-20,20.0,-0.7485107481711011,0.0,-2.0,2.0000000000000004,3.329456302402695e-06,0.0022471535269962747,1.0,-1.2828339720457291,18.97090576276647
2022-08-27,20.0,-0.8229838658936564,0.0,-2.5,2.0000000000000004,1.8217015301738168e-06,0.0011169273456928634,0.8412959710270099,0.33928238251317033,19.858713236693745
2022-09-03,20.0,-0.8854560256532096,0.0,-2.5,2.0000000000000004,9.96738255023579e-07,0.000555158619875369,0.9808264735822159,0.35753321145332945,19.953459814740466
2022-09-10,20.0,-0.9350162426854148,2.0,-2.5,2.0000000000000004,5.453621971390353e-07,0.00027593656084469876,0.9982641748842447,0.2652317912202575,21.82875620534213
2022-09-17,20.0,-0.970941817426052,0.0,-2.5,2.0000000000000004,2.9839320861749406e-07,0.00013715176657219398,0.9718023834892423,-0.014222154621623,19.486775861601345
2022-09-24,20.0,-0.992708874098054,0.0,-2.5,2.0000000000000004,1.632649043445548e-07,6.817004244051965e-05,0.8375900399955772,-0.0238169129253875,19.321132586279482
2022-10-01,20.0,-1.0,0.0,-2.5,2.0000000000000004,8.932987823059204e-08,3.3883301701940294e-05,0.2722474883951695,-0.17468847518802175,18.597592985838727
2022-10-08,20.0,-0.992708874098054,0.0,-3.0,2.0000000000000004,4.887656154106292e-08,1.6841387992217375e-05,0.04171277722501872,0.323344823433265,18.372365616824784
2022-10-15,20.0,-0.970941817426052,2.0,-3.0,2.0000000000000004,2.674265671683404e-08,8.370859250881172e-06,0.0060541020984242275,0.940103306303868,20.97522398857815
2022-10-22,20.0,-0.9350162426854148,0.0,-3.0,2.0000000000000004,1.4632160400104852e-08,4.160659717019893e-06,0.0008776011804529308,0.7785370893281786,18.844402623115094
2022-10-29,20.0,-0.8854560256532101,0.0,-3.0,2.0000000000000004,8.005940480835782e-09,2.0680182000433388e-06,0.00012721356823946548,0.1535645020299271,18.268237765969097
2022-11-05,20.0,-0.822983865893657,0.0,-3.0,2.0000000000000004,4.3804251204234856e-09,1.0278897017738298e-06,1.844036165567418e-05,-0.5150909827034743,17.661944624034653
2022-11-12,20.0,-0.7485107481711011,2.0,-3.0,2.0000000000000004,2.3967358090618687e-09,5.109032594541571e-07,2.673039824433493e-06,-1.01825341062459,19.23323902754413
2022-11-19,20.0,-0.6631226582407955,0.0,-3.0,2.0000000000000004,1.3113664497212326e-09,2.53939834274469e-07,3.874729809919924e-07,-1.3014206252477216,17.035457359235664
2022-11-26,20.0,-0.5680647467311559,4.0,-3.0,2.0000000000000004,7.175100229873015e-10,1.2621849291045855e-07,5.6166507369520156e-08,0.3557066739250652,22.787642110296417
2022-12-03,20.0,-0.4647231720437684,0.0,-3.0,2.0000000000000004,3.925833493732262e-10,6.273575785423424e-08,8.141668464246347e-09,0.853670114068434,19.388947013294676
2022-12-10,20.0,-0.3546048870425359,0.0,-3.0,2.0000000000000004,2.1480074321948288e-10,3.118223980330059e-08,1.1801831462583535e-09,-0.4082807828413598,18.237114362693326
2022-12-17,20.0,-0.2393156642875578,0.0,-3.0,2.0000000000000004,1.175275501656028e-10,1.5498849657793965e-08,1.7107454876464278e-10,-0.0517641226691035,18.708920228830788
2022-12-24,20.0,-0.1205366802553236,0.0,-3.0,2.0000000000000004,6.430482893541237e-11,7.703562740527504e-09,2.479827078349027e-11,-0.0983609184384473,18.781102409098892
2022-12-31,20.0,0.0,6.0,-3.0,2.0000000000000004,0.09164825919603338,3.828986034934577e-09,3.5946564716493e-12,0.14217178424525315,25.23382004727387
2023-01-07,20.0,0.120536680255323,2.0,-3.0,2.0000000000000004,0.2042191382551143,1.9031628026592905e-09,5.210667817117665e-13,-0.34945033660167846,20.97530548381245
2023-01-14,20.0,0.2393156642875577,0.0,-2.75,2.0000000000000004,0.40768603609480725,9.459498207566203e-10,7.553172136053466e-14,0.16448243927832956,20.06148414060672
2023-01-21,20.0,0.3546048870425356,2.0,-2.75,2.0000000000000004,0.36293147575753365,4.701757842992456e-10,1.0948771120937147e-14,0.16447566856663526,22.132012031836894
2023-01-28,20.0,0.4647231720437685,0.0,-2.0,2.0000000000000004,0.5912225867253261,2.3369661190335766e-10,1.5870893301433783e-15,0.3117284451073678,21.36767420411016
2023-02-04,20.0,0.5680647467311558,0.0,-2.0,2.0000000000000004,0.7913942159999189,1.161567827158644e-10,2.300580141855554e-16,-0.01688042285949725,21.342578539987734
2023-02-11,20.0,0.6631226582407952,0.0,-2.0,2.0000000000000004,1.000000000002781,5.773467600155087e-11,3.334827402955307e-17,-0.8301089763460119,20.8330136819553
2023-02-18,20.0,0.7485107481711011,0.0,-2.0,2.0000000000000004,0.8076222618470889,2.8696497398328868e-11,4.8340301670742215e-18,0.0500226651977512,21.606155675244636
2023-02-25,20.0,0.8229838658936564,2.0,-2.0,2.0000000000000004,0.4845152018185338,0.16960084946474363,7.007213517399779e-19,0.822068702667141,24.299168619844078
2023-03-04,20.0,0.8854560256532099,0.0,-2.0,2.0000000000000004,0.27382292728762453,0.3744309074049153,1.0157371712917626e-19,-0.42150244994833014,21.112207410397417
2023-03-11,20.0,0.9350162426854148,0.0,-2.0,2.0000000000000004,0.15136365116469871,0.49316315362500723,1.4723712907875552e-20,0.44547797803955336,22.025021025514672
2023-03-18,20.0,0.970941817426052,0.0,-2.0,2.0000000000000004,0.08307691796886621,0.404994369467817,2.1342895378913975e-21,-0.6874667475152727,20.771546357347464
2023-03-25,20.0,0.992708874098054,0.0,-2.0,2.0000000000000004,0.045497971553885734,0.2287631419491188,3.0937793069275033e-22,0.433505350780561,21.70047533838162
2023-04-01,20.0,1.0,0.0,-2.0,2.0000000000000004,0.02490108104517372,0.2705377350709326,4.48461665113586e-23,0.645885311094334,21.941324127210436
2023-04-08,20.0,0.992708874098054,0.0,-2.0,2.0000000000000004,0.013625696928515963,0.16894600651268202,6.500717896267286e-24,-0.2008265009470181,20.974454076592234
2023-04-15,20.0,0.970941817426052,0.0,-2.0,2.0000000000000004,0.007455445381085545,0.206400136496897,9.423176261040361e-25,0.6764314729073498,21.861228872211385
2023-04-22,20.0,0.9350162426854148,0.0,-2.5,2.0000000000000004,0.004079254292245886,0.10263066809989144,0.9633075643488953,0.7903296638713903,22.295363393297837
2023-04-29,20.0,0.8854560256532099,0.0,-2.5,2.0000000000000004,0.0022319561892580877,0.0510167255837971,0.9938910765399703,-0.4853360916135565,20.947259692352677
2023-05-06,20.0,0.8229838658936565,0.0,-2.5,2.0000000000000004,0.0012212086269426654,0.02535802524337926,0.9351500954609201,0.4476351943995358,21.732348389624434
2023-05-13,20.0,0.7485107481711013,0.0,-2.5,2.0000000000000004,0.0006681805896966044,0.012604053254763539,0.8674817735479008,-0.2385004790776043,20.890764276485854
2023-05-20,20.0,0.6631226582407952,0.0,-2.5,2.0000000000000004,0.00036559292750001373,0.0062647398395577975,0.9555211368592669,-0.27153802222294854,20.853736105644174
2023-05-27,20.0,0.5680647467311558,0.0,-2.5,2.0000000000000004,0.00020003302252992122,0.0031138333093476186,0.7472332779345353,0.04794897162224885,20.866560862619814
2023-06-03,20.0,0.464723172043769,2.0,-3.0,2.0000000000000004,0.00010944743889482058,0.001547702764492471,0.2160653605250325,0.5239779188122635,22.206423601584454
2023-06-10,20.0,0.3546048870425358,0.0,-3.0,2.0000000000000004,5.9883821598403375e-05,0.0007692716481104547,0.9709689509300342,0.0624820769692813,20.38888507041156
2023-06-17,20.0,0.2393156642875576,0.0,-3.0,2.0000000000000004,3.2765244407254704e-05,0.0003823595021399433,0.5675721550312672,0.18952035070906895,19.99682329477444
2023-06-24,20.0,0.120536680255323,2.0,-3.0,2.0000000000000004,1.792740029018083e-05,0.00019004832508737283,0.10860059415778499,-0.08126547554352545,21.14807977459496
2023-07-01,20.0,-3.216245299353273e-16,0.0,-3.0,3.0000000000000004,9.808920609191095e-06,9.446179741517982e-05,0.01587736656238523,-0.3084005767586026,19.707581060521804
2023-07-08,20.0,-0.1205366802553228,2.0,-3.0,3.0000000000000004,5.366920019472451e-06,4.695138020558257e-05,0.0023019363847196724,0.0872441552160708,21.969061729645688
2023-07-15,20.0,-0.2393156642875574,0.0,-3.0,3.0000000000000004,2.9364933862509357e-06,2.333675796343515e-05,0.00033368060904498924,0.4699325556535274,20.23097684522637
2023-07-22,20.0,-0.3546048870425356,0.0,-3.0,3.0000000000000004,1.6066931081859936e-06,1.159932402095073e-05,4.836898779818271e-05,0.548036737640063,20.193493425602455
2023-07-29,20.0,-0.464723172043768,0.0,-3.0,3.0000000000000004,8.79097074073795e-07,5.765338868119191e-06,7.011371753572204e-06,-0.25854032954606077,19.276750154217865
2023-08-05,20.0,-0.5680647467311556,0.0,-3.0,3.0000000000000004,4.809951954779004e-07,2.8656094272543332e-06,1.016339932330651e-06,0.0304784017200736,19.462418017933473
2023-08-12,20.0,-0.663122658240795,0.0,-3.0,3.0000000000000004,2.6317500637408055e-07,1.4243251918765093e-06,1.4732450286747383e-07,-0.1454374961652228,19.191441680418684
2023-08-19,20.0,-0.7485107481711011,0.0,-3.0,3.0000000000000004,1.4399537590220703e-07,7.079479265106009e-07,2.1355560727954615e-08,-0.7166108084693315,18.534879316658433
2023-08-26,20.0,-0.8229838658936564,0.0,-3.0,3.0000000000000004,7.878661643022904e-08,3.5187910001812705e-07,3.095615224411111e-09,-0.0784863697141411,19.09853019815353
2023-09-02,20.0,-0.8854560256532096,0.0,-3.0,3.0000000000000004,4.310784905162279e-08,1.748983172249075e-07,4.4872779224484797e-10,0.6486771283392638,19.763221321140954
2023-09-09,20.0,-0.9350162426854148,2.0,-2.75,3.0000000000000004,2.3586323846044788e-08,8.693162329484339e-08,6.504575566921114e-11,0.30556991848352166,21.6205537863811
2023-09-16,20.0,-0.970941817426052,0.0,-2.75,3.0000000000000004,1.29051828103114e-08,4.320857540875379e-08,9.428768183518484e-12,0.4787754882585225,19.75783372695566
2023-09-23,20.0,-0.992708874098054,0.0,-2.0,3.0000000000000004,7.061030131471067e-09,2.1476430763541348e-08,1.3667558865890966e-12,0.09402592575307225,20.101317080193848
2023-09-30,20.0,-1.0,0.0,-2.0,3.0000000000000004,3.863420398640541e-09,1.0674665248226203e-08,1.9811937436231123e-13,-0.25669966012289946,19.743300354415386
2023-10-07,20.0,-0.992708874098054,0.0,-2.0,3.0000000000000004,2.113858303777299e-09,5.305745606254486e-09,2.871857870367029e-14,1.003496011486696,21.010787144808276
2023-10-14,20.0,-0.970941817426052,2.0,-2.0,3.0000000000000004,1.1565909135906047e-09,2.63717276220597e-09,4.1629283628295165e-15,0.0343017206072109,22.063359906974924
2023-10-21,20.0,-0.9350162426854148,0.0,-2.0,3.0000000000000004,6.328250758388014e-10,1.3107828180685472e-09,6.034411637451834e-16,0.5147146328414686,20.57969839209966
2023-10-28,20.0,-0.8854560256532101,0.0,-2.0,3.0000000000000004,3.462482472451251e-10,6.515127187596554e-10,8.747237674170225e-17,1.4031257932420351,21.51766976858659
2023-11-04,20.0,-0.822983865893657,0.0,-2.0,3.0000000000000004,1.894486380164558e-10,3.238284915353539e-10,1.2679639959187932e-17,0.44390595260000315,20.620922087219622
2023-11-11,20.0,-0.7485107481711011,2.0,-2.0,3.0000000000000004,1.0365622564691674e-10,1.6095601652981348e-10,1.8379890370348996e-18,-0.1439174805559219,22.107571771537593
2023-11-18,20.0,-0.6631226582407955,0.0,-2.0,3.0000000000000004,5.6715177410941454e-11,8.000172910763536e-11,2.6642741522108923e-19,0.6363127815654821,20.973190123461404
2023-11-25,20.0,-0.5680647467311559,4.0,-2.0,3.0000000000000004,3.103153070333931e-11,3.976413431569962e-11,3.862023447969176e-20,-0.12289531451299225,24.30903993882665
2023-12-02,20.0,-0.4647231720437684,0.0,-2.0,3.0000000000000004,1.6978804294571725e-11,1.9764402538720786e-11,5.5982321114689484e-21,-1.0363290320262224,19.49894779596675
2023-12-09,20.0,-0.3546048870425359,0.0,-2.0,3.0000000000000004,9.289899297244317e-12,9.823717136936736e-12,8.114969573880282e-22,0.1040839366141566,20.749479049590732
2023-12-16,20.0,-0.2393156642875578,0.0,-2.5,3.0000000000000004,5.082939143160513e-12,4.8827895605485196e-12,1.1763129837023368e-22,0.3725968681910468,20.63328120391345
2023-12-23,20.0,-0.1205366802553236,0.0,-2.5,3.0000000000000004,2.781114144126105e-12,2.4269462933697594e-12,1.7051354574149725e-23,-0.8513878453078864,19.528075474441998
2023-12-30,20.0,0.0,6.0,-2.5,3.0000000000000004,0.12587627090009004,1.2062916572303684e-12,2.4716950067002745e-24,-0.21006675678164444,26.415809514119655
2024-01-06,20.0,0.120536680255323,2.0,-2.5,3.0000000000000004,0.29992292732860437,5.995763343749815e-13,3.5828685513401298e-25,-0.11904002050791875,22.801419587076612
2024-01-13,20.0,0.2393156642875577,0.0,-2.5,3.0000000000000004,0.7029274312521104,2.9801398242936415e-13,5.193580527283385e-26,0.15856585278210564,21.60080894832207
2024-01-20,20.0,0.3546048870425356,2.0,-2.5,3.0000000000000004,0.9592478019750762,1.4812514876190096e-13,7.528403095694962e-27,0.0025574814485527,23.816410170466316
2024-01-27,20.0,0.4647231720437685,0.0,-3.0,3.0000000000000004,0.7992962202501486,7.362426258283296e-14,1.0912866927455832e-27,0.1568820397853843,21.420901432079376
2024-02-03,20.0,0.5680647467311558,0.0,-3.0,3.0000000000000004,0.7751950173504888,3.6594272385028965e-14,1.5818848042881769e-28,-0.677449405879905,20.665810358201774
2024-02-10,20.0,0.6631226582407952,0.0,-3.0,3.0000000000000004,0.9898957881356086,1.818885139777199e-14,2.2930358728576847e-29,0.1044681722952623,21.757486618671685
2024-02-17,20.0,0.7485107481711011,0.0,-3.0,3.0000000000000004,0.8908133154716508,9.040603723154754e-15,3.323891537461368e-30,-0.472117548600767,21.167206515041993
2024-02-24,20.0,0.8229838658936564,2.0,-3.0,3.0000000000000004,0.5456556867587261,0.02061926777082994,4.818177981244779e-31,-0.00656422455674685,23.382694595866464
2024-03-02,20.0,0.8854560256532099,0.0,-3.0,3.0000000000000004,0.31111335434582604,0.24263724164329648,6.984234833571739e-32,-0.37480072448088814,21.064405897161443
2024-03-09,20.0,0.9350162426854148,0.0,-3.0,3.0000000000000004,0.17249316217993124,0.14393652104182428,1.0124062747444342e-32,-0.5005407838762586,20.750905142030913
2024-03-16,20.0,0.970941817426052,0.0,-3.0,3.0000000000000004,0.09476240145900594,0.11431090279941378,1.4675429586289194e-33,0.5730860948017346,21.753101216486208
2024-03-23,20.0,0.992708874098054,0.0,-3.0,3.0000000000000004,0.051912334385645735,0.1949058878813633,2.127290583975277e-34,-0.9805886513121812,20.258938445052877
2024-03-30,20.0,1.0,0.0,-3.0,3.0000000000000004,0.028414082379407346,0.4191437158560764,3.08363390799666e-35,1.132929662839684,22.580487461075165
2024-04-06,20.0,0.992708874098054,0.0,-3.0,3.0000000000000004,0.015548382645493516,0.2743291850026569,4.469910293485915e-36,0.499395718769606,21.78198216051581
2024-04-13,20.0,0.970941817426052,0.0,-3.0,3.0000000000000004,0.008507528267006667,0.1384924447635365,6.479400158364382e-37,-0.4569737698640092,20.660968020592584
2024-04-20,20.0,0.9350162426854148,0.0,-3.0,3.0000000000000004,0.0046549131112004465,0.06884890368392615,0.7618919222762991,0.28161124966922185,22.05202323142606
2024-04-27,20.0,0.8854560256532099,0.0,-3.0,3.0000000000000004,0.002546928553098116,0.03422225776322634,0.9752959098690368,-0.27626562215302447,21.621255499685546
2024-05-04,20.0,0.8229838658936565,0.0,-2.75,3.0000000000000004,0.001393545165822484,0.01701005144350803,0.9023113297338261,-0.10457431361263955,21.889124478624172
2024-05-11,20.0,0.7485107481711013,0.0,-2.75,3.0000000000000004,0.0007624740500356504,0.008454715027142625,0.8059502310131704,0.5856261549879932,22.39930432324944
2024-05-18,20.0,0.6631226582407952,0.0,-2.0,3.0000000000000004,0.0004171853081445055,0.004202342311584817,0.9804669999980065,-0.2292430601571617,22.41896612570137
2024-05-25,20.0,0.5680647467311558,0.0,-2.0,3.0000000000000004,0.00022826163288264343,0.0020887365047231937,0.9869530967294634,-0.0779017656996078,22.479433075898623
2024-06-01,20.0,0.464723172043769,2.0,-2.0,3.0000000000000004,0.00012489263443634635,0.0010381875901620894,0.9402340028423352,-0.125726272199448,24.280393982911253
2024-06-08,20.0,0.3546048870425358,0.0,-2.0,3.0000000000000004,6.83346117437167e-05,0.0005160217367975517,0.9949928798718936,-0.1043796741762791,22.245802449086693
2024-06-15,20.0,0.2393156642875576,0.0,-2.0,3.0000000000000004,3.7389067628364684e-05,0.00025648392768995275,0.673473486788856,-0.7264122912231556,21.186670732848576
2024-06-22,20.0,0.120536680255323,2.0,-2.0,3.0000000000000004,2.0457310604754398e-05,0.00012748301156222789,0.14961094765866506,0.5560914254876665,23.82638699372382
2024-06-29,20.0,-3.216245299353273e-16,0.0,-2.0,3.0000000000000004,1.119315307039561e-05,6.336427539821371e-05,0.02204338801447468,-0.40898413097934394,20.6131338144636
2024-07-06,20.0,-0.1205366802553228,2.0,-2.0,3.0000000000000004,6.124298451194948e-06,3.149463875283612e-05,0.0031964384432666753,0.3641533716677454,23.246850748792895
2024-07-13,20.0,-0.2393156642875574,0.0,-2.0,3.0000000000000004,3.3508906099088567e-06,1.5654124724217214e-05,0.000463346125169128,0.535427851995398,21.296594538848343
2024-07-20,20.0,-0.3546048870425356,0.0,-2.0,3.0000000000000004,1.8334292440213095e-06,7.780740804894948e-06,6.716478013730917e-05,-0.1082886346777541,20.537183257229895
2024-07-27,20.0,-0.464723172043768,0.0,-2.0,3.0000000000000004,1.003155036720338e-06,3.867346692287131e-06,9.735933383409202e-06,-0.44646044599098406,20.08883098840036
2024-08-03,20.0,-0.5680647467311556,0.0,-2.0,3.0000000000000004,5.488731190356009e-07,1.9222296196948948e-06,1.4112813047394887e-06,-0.5435862487286234,19.88835288692426
2024-08-10,20.0,-0.663122658240795,0.0,-2.5,3.0000000000000004,3.003141984760094e-07,9.554268093421955e-07,2.045735978810346e-07,0.24923568723972855,20.08611448931354
2024-08-17,20.0,-0.7485107481711011,0.0,-2.5,3.0000000000000004,1.643159678957343e-07,4.748862355760983e-07,2.965415669391138e-08,-0.5698630695211614,19.181626851164097
2024-08-24,20.0,-0.8229838658936564,0.0,-2.5,3.0000000000000004,8.990496434243231e-08,2.3603789901489461e-07,4.2985459430517575e-09,-1.1659892092917075,18.511027255056042
2024-08-31,20.0,-0.8854560256532096,0.0,-2.5,3.0000000000000004,4.919121809599759e-08,1.1732049825318134e-07,6.230997365816351e-10,-0.4863340792401313,19.12821006224148
2024-09-07,20.0,-0.9350162426854148,2.0,-2.5,3.0000000000000004,2.6914820059896746e-08,5.831309026143369e-08,9.032200350345966e-11,0.5444707725610034,22.10945461519382
2024-09-14,20.0,-0.970941817426052,0.0,-2.5,3.0000000000000004,1.4726359031055605e-08,2.8983992963445364e-08,1.3092710264386623e-11,0.34526690647554675,19.87432513277294
2024-09-21,20.0,-0.992708874098054,0.0,-3.0,3.0000000000000004,8.057480965094176e-09,1.4406230990996638e-08,1.8978660284103304e-12,1.1814382595708612,20.188729407938418
2024-09-28,20.0,-1.0,0.0,-3.0,3.0000000000000004,4.408625334065431e-09,7.160486535713038e-09,2.7510694035531264e-13,0.7781494607857488,19.778149472355135
2024-10-05,20.0,-0.992708874098054,0.0,-3.0,3.0000000000000004,2.412165467143163e-09,3.5590549297849776e-09,3.987838314122468e-14,0.25682324006262836,19.264114371935836
2024-10-12,20.0,-0.970941817426052,0.0,-3.0,3.0000000000000004,1.319808738546716e-09,1.7689959935055432e-09,5.780608224221423e-15,0.725175992273286,19.754234177936045
2024-10-19,20.0,-0.9350162426854148,2.0,-3.0,3.0000000000000004,7.221291947302768e-10,8.79263424357355e-10,8.379334569207447e-16,0.5500696507503589,21.615053409666338
2024-10-26,20.0,-0.8854560256532101,0.0,-3.0,3.0000000000000004,3.9511071464491605e-10,4.370299154158029e-10,1.2146342581826124e-16,0.5925605801812056,19.70710455536014
2024-11-02,20.0,-0.822983865893657,0.0,-3.0,3.0000000000000004,2.1618358316828052e-10,2.172217582096519e-10,1.760684418274002e-17,-0.17473369357182444,19.00228244096792
2024-11-09,20.0,-0.7485107481711011,0.0,-3.0,3.0000000000000004,1.1828416668851331e-10,1.079681060158067e-10,2.5522165210383805e-18,0.4236229740421807,19.675112226097333
2024-11-16,20.0,-0.6631226582407955,2.0,-3.0,3.0000000000000004,6.471880928305774e-11,5.36645684701143e-11,3.6995892635017123e-19,0.4916077258142756,21.828485067691865
2024-11-23,20.0,-0.5680647467311559,0.0,-3.0,3.0000000000000004,3.5410692675772584e-11,2.667348734136326e-11,5.3627741242927685e-20,-0.3274104881722037,19.104524765158722
2024-11-30,20.0,-0.4647231720437684,4.0,-3.0,3.0000000000000004,1.9374848976188874e-11,1.3257815114009254e-11,7.773659252368724e-21,0.25583614143096395,23.79111296941983
2024-12-07,20.0,-0.3546048870425359,0.0,-3.0,3.0000000000000004,1.0600887598760786e-11,6.5896768333206195e-12,1.126838027695362e-21,-0.4848199354340061,19.160575177540647
2024-12-14,20.0,-0.2393156642875578,0.0,-3.0,3.0000000000000004,5.800242263548506e-12,3.2753391410412272e-12,1.6334185734645647e-22,-0.3366980766005138,19.423986259121005
2024-12-21,20.0,-0.1205366802553236,0.0,-3.0,3.0000000000000004,3.1735842873937323e-12,1.6279776323159674e-12,2.3677371286410972e-23,0.0956320809128047,19.97509540066228
