Date,base,weather,econ,dist,price,promotion,m_wow_tv,m_wow_olv,m_wow_social,m_amaze_tot,m_celeb_tv,m_celeb_outdoor,m_celeb_display,comp,model
2020-11-10,897189.0719312276,6336.718327338763,57345.04920101538,1404.7335301943713,101702.19616835844,0.0,41691.92232948096,5151.355578866941,-2128.0381351051547,0.0,0.0,0.0,0.0,-42215.981798700865,1066477.027132677
2020-11-17,897189.0719312276,-25716.111497617232,57345.04920101538,1404.7335301943713,101702.19616835844,0.0,29184.345630636675,3090.813347320164,-1064.0190675525773,0.0,0.0,0.0,0.0,-38752.729220324356,1024383.3500232584
2020-11-24,879786.6762679429,-7104.311142444759,57345.04920101538,1404.7335301943713,101702.19616835844,0.0,20429.04194144567,1854.4880083920984,-532.0095337762887,0.0,0.0,0.0,0.0,-104735.16341808786,950150.7010230399
2020-12-01,598052.449320694,-18129.585642720594,46540.90949647629,1404.7335301943713,101702.19616835844,0.0,14300.329359011967,1112.6928050352592,-266.00476688814433,0.0,0.0,0.0,0.0,-37939.64735569135,706778.0729144703
2020-12-08,598052.449320694,12661.101361553452,46540.90949647629,1404.7335301943713,101702.19616835844,0.0,10010.230551308376,667.6156830211554,-133.00238344407217,0.0,0.0,0.0,0.0,-29285.130199278257,741621.1035288837
2020-12-15,598052.449320694,9205.680839655295,46540.90949647629,1685.6802362332455,101702.19616835844,0.0,7007.161385915863,400.56940981269327,-66.50119172203608,0.0,0.0,0.0,0.0,-28788.35301965347,735739.7926457704
2020-12-22,349212.08022011153,-241.90049581767016,46540.90949647629,1685.6802362332455,101702.19616835844,32758.013907246874,4905.012970141104,240.34164588761593,-33.25059586101804,0.0,0.0,0.0,0.0,-16713.945796924127,520055.13775585237
2020-12-29,423444.0763393155,-3426.9256903928,46540.90949647629,1685.6802362332455,101702.19616835844,57326.52433768203,3433.509079098773,144.20498753256956,-16.62529793050902,0.0,0.0,0.0,0.0,-28765.52568359943,602068.0239727742
2021-01-05,635784.5010645055,-23183.152915307797,54851.7861922757,1685.6802362332455,101702.19616835844,57326.52433768203,2403.456355369141,86.52299251954173,-8.31264896525451,0.0,0.0,0.0,0.0,-18048.833414987334,812600.3683676834
2021-01-12,635784.5010645055,-26199.003249416437,54851.7861922757,1685.6802362332455,101702.19616835844,57326.52433768203,4116.876022664738,51.913795511725034,-4.156324482627255,0.0,0.0,0.0,0.0,-25453.64765653103,803862.6705868013
2021-01-19,661115.908631297,3366.4588977507146,54851.7861922757,1685.6802362332455,101702.19616835844,57326.52433768203,16479.992078685016,31.14827730703502,-2.0781622413136276,0.0,0.0,0.0,0.0,-14479.005878651049,882078.6107786968
2021-01-26,651171.9115495834,351.7440678545702,54851.7861922757,1685.6802362332455,101702.19616835844,24568.510430435155,11535.99445507951,18.68896638422101,-1.0390811206568138,0.0,0.0,0.0,0.0,-46232.94303196523,799652.5299531186
2021-02-02,689640.4377622779,11643.899145793675,85602.0299667333,1685.6802362332455,101702.19616835844,0.0,8075.1961185556565,11.213379830532606,-0.5195405603284069,0.0,0.0,0.0,0.0,-29869.57759879892,868490.5556384235
2021-02-09,787132.4105825353,27824.278165268905,85602.0299667333,1685.6802362332455,101702.19616835844,0.0,5652.637282988959,6.728027898319563,-0.25977028016420345,0.0,0.0,0.0,0.0,-26333.635515312002,983272.0651444244
2021-02-16,743897.003401687,14416.997254510072,85602.0299667333,1685.6802362332455,101702.19616835844,0.0,20858.930311213433,9803.36318652749,-0.12988514008210172,0.0,0.0,0.0,0.0,-26785.5435116625,951180.5271284605
2021-02-23,834094.338978822,3792.4517609031795,85602.0299667333,1685.6802362332455,101702.19616835844,0.0,56717.34994642908,20353.030924040777,-608.4242351285967,0.0,0.0,0.0,0.0,-46160.28133393412,1057178.3724124576
2021-03-02,938546.0563890015,4773.114856698161,63993.75055765489,1685.6802362332455,101702.19616835844,0.0,65716.05235224238,31470.55833393501,-912.571410122854,0.0,0.0,0.0,0.0,-22814.877909597417,1184159.9595744035
2021-03-09,938546.0563890015,-27937.69083952725,63993.75055765489,1685.6802362332455,101702.19616835844,0.0,80083.62868125843,23634.172538747796,-1064.6449976199826,0.0,0.0,0.0,0.0,-17473.460054693358,1163169.6886794139
2021-03-16,938546.0563890015,-6010.105237102025,63993.75055765489,1685.6802362332455,101702.19616835844,0.0,56371.54163638314,18027.659016353282,-1140.6817913685468,0.0,0.0,0.0,0.0,-11735.16644843712,1161440.9305270768
2021-03-23,963877.463955793,-27539.940296399676,63993.75055765489,1685.6802362332455,101702.19616835844,32758.013907246874,67073.77228377725,14663.750902916576,-1178.700188242829,0.0,0.0,0.0,0.0,-18489.647979776753,1198546.3395475608
2021-03-30,940005.7771970866,9736.584173549903,63993.75055765489,1685.6802362332455,101702.19616835844,57326.52433768203,49281.763319383,11553.492483217171,-1197.7093866799703,0.0,0.0,0.0,0.0,-27936.86294524252,1206151.1961412425
2021-04-06,909461.3749219537,-15195.930490410026,61500.48754891509,1685.6802362332455,101702.19616835844,57326.52433768203,52199.21141097276,8231.833317752187,-598.8546933399851,0.0,0.0,0.0,0.0,-11437.840565265325,1164874.682192852
2021-04-13,909461.3749219537,-4501.649379180609,61500.48754891509,1685.6802362332455,101702.19616835844,57326.52433768203,36539.447987680935,6111.540826697485,-299.4273466699926,0.0,0.0,0.0,0.0,-11047.632043698686,1158478.5432579713
2021-04-20,965921.0730871122,805.8662841163618,61500.48754891509,1685.6802362332455,101702.19616835844,57326.52433768203,25577.613591376652,4839.365332064663,-149.7136733349963,0.0,0.0,0.0,0.0,-22492.765365015315,1196716.3275475083
2021-04-27,944910.165881422,-18942.757165520667,61500.48754891509,1685.6802362332455,101702.19616835844,57326.52433768203,17904.329513963658,3597.9193374921383,-74.85683666749814,0.0,0.0,0.0,0.0,-37687.24845224977,1131922.4405696285
2021-05-04,950670.8330295574,37095.80681026952,104717.04636707169,1685.6802362332455,101702.19616835844,57326.52433768203,12533.030659774558,2685.6706204746133,-37.42841833374907,0.0,0.0,0.0,0.0,-19067.86791759607,1249311.4918934915
2021-05-11,950670.8330295574,18072.12290417982,104717.04636707169,1685.6802362332455,101702.19616835844,57326.52433768203,8773.121461842191,1862.3943625794848,-18.714209166874536,0.0,0.0,0.0,0.0,-16041.986893206353,1228749.217765131
2021-05-18,950670.8330295574,12540.15755151992,104717.04636707169,1685.6802362332455,101702.19616835844,24568.510430435155,6141.185023289533,1368.428607842408,-9.357104583437268,0.0,0.0,0.0,0.0,-25670.698599721596,1177713.981710003
2021-05-25,943475.6273326703,-24448.16757801175,104717.04636707169,1685.6802362332455,101702.19616835844,0.0,4298.829516302673,6876.759433337569,-4.678552291718634,0.0,0.0,0.0,0.0,-54313.58294236692,1083989.7099813032
2021-06-01,867155.0553574812,-2697.4355006786573,63162.66288807499,1685.6802362332455,101702.19616835844,0.0,3009.180661411871,12116.66073896337,-2.339276145859317,0.0,0.0,0.0,0.0,-21946.52026928263,1024185.141004416
2021-06-08,867155.0553574812,16110.336105447857,63162.66288807499,1685.6802362332455,101702.19616835844,0.0,2106.4264629883096,7269.9964433780215,-1.1696380729296585,0.0,0.0,0.0,0.0,-10029.5695580509,1049161.6144658383
2021-06-15,867155.0553574812,-10726.043618032556,63162.66288807499,1685.6802362332455,101702.19616835844,63177.20440406834,1474.4985240918165,4361.9978660268125,-0.5848190364648292,0.0,0.0,0.0,0.0,-23440.147350185405,1068552.5196570805
2021-06-22,892486.4629242726,-1947.1866517121964,63162.66288807499,1685.6802362332455,101702.19616835844,110560.1077071196,1032.1489668642714,2617.1987196160876,-0.2924095182324146,0.0,0.0,0.0,0.0,-79566.50158264345,1091732.4769666651
2021-06-29,867155.0553574812,-5567.515790130608,63162.66288807499,1685.6802362332455,101702.19616835844,110560.1077071196,722.50427680499,1570.3192317696526,-0.1462047591162073,0.0,0.0,0.0,0.0,-53128.86664050988,1087861.997230443
2021-07-06,867155.0553574812,-49541.531097464605,64824.8382272349,1685.6802362332455,101702.19616835844,110560.1077071196,505.752993763493,942.1915390617916,-0.07310237955810366,12830.064857223508,0.0,0.0,0.0,-8199.986415365902,1102464.296471266
2021-07-13,867155.0553574812,-3259.3236751352088,64824.8382272349,1685.6802362332455,33135.499720447115,47382.90330305125,354.02709563444506,565.3149234370749,-0.03655118977905183,39571.389749906906,0.0,0.0,0.0,-18088.985063093285,1033326.363324008
2021-07-20,892486.4629242726,29026.508244704157,64824.8382272349,1685.6802362332455,33135.499720447115,0.0,247.81896694411154,339.18895406224493,-0.018275594889525914,86378.05153296936,0.0,0.0,0.0,-23242.899756149356,1084881.1307751236
2021-07-27,867155.0553574812,-12351.77146067189,64824.8382272349,1685.6802362332455,33135.499720447115,0.0,173.47327686087806,203.51337243734693,-0.009137797444762957,112485.14374107563,0.0,0.0,0.0,-49061.40469489776,1018250.0186384032
2021-08-03,867155.0553574812,-32706.41966172221,73966.80259261408,1685.6802362332455,33135.499720447115,0.0,121.43129380261465,122.10802346240817,-0.0045688987223814785,102321.44674174684,0.0,0.0,0.0,-11351.252656867726,1034450.3470782988
2021-08-10,867155.0553574812,-45154.189154078056,73966.80259261408,1685.6802362332455,33135.499720447115,0.0,85.00190566183024,73.2648140774449,-0.0022844493611907392,102072.30549686363,0.0,0.0,0.0,-20755.50576488059,1012263.9129199706
2021-08-17,867155.0553574812,-19712.40550994114,73966.80259261408,1685.6802362332455,33135.499720447115,0.0,59.50133396328116,43.958888446466936,-0.0011422246805953696,99173.18350598612,0.0,0.0,0.0,-21050.144283309757,1034457.1306996958
2021-08-24,892486.4629242726,9277.661402013302,73966.80259261408,1685.6802362332455,33135.499720447115,0.0,41.65093377429681,26.37533306788016,-0.0005711123402976848,95657.65613836792,0.0,0.0,0.0,-15546.15921497967,1090731.6294946983
2021-08-31,894089.8534373805,-76640.69568761927,73966.80259261408,1685.6802362332455,33135.499720447115,0.0,29.155653642007763,15.825199840728095,-0.0002855561701488424,100914.73918057293,0.0,0.0,0.0,-57733.746502777285,969463.1135447779
2021-09-07,898578.9864506972,-14393.100434501008,67318.1012359747,1685.6802362332455,33135.499720447115,63177.20440406834,20.408957549405432,9.495119904436857,-0.0001427780850744212,102311.80146215616,0.0,0.0,0.0,-31584.22530635389,1120259.8517033977
2021-09-14,898578.9864506972,5701.625089042327,67318.1012359747,1685.6802362332455,33135.499720447115,110560.1077071196,14.2862702845838,5.697071942662114,-7.13890425372106e-05,71618.2610235093,0.0,0.0,0.0,-32571.846533100885,1156046.3982007608
2021-09-21,923910.3940174886,22144.570337762158,67318.1012359747,1685.6802362332455,33135.499720447115,110560.1077071196,10.00038919920866,3.418243165597268,-3.56945212686053e-05,50132.7827164565,0.0,0.0,0.0,-31055.09663808409,1177845.457930068
2021-09-28,932839.4946019837,-31379.995584943863,67318.1012359747,1685.6802362332455,33135.499720447115,110560.1077071196,7.000272439446062,2.0509458993583607,-1.784726063430265e-05,35092.94790151955,0.0,0.0,0.0,-31074.570723377565,1118186.3162954482
2021-10-05,958534.8757154486,13058.76717971667,51527.43551395589,1685.6802362332455,33135.499720447115,80140.91721029812,4.900190707612243,1.2305675396150164,-8.923630317151325e-06,24565.063531063683,0.0,0.0,0.0,-17520.742186080148,1145133.6276704066
2021-10-12,958534.8757154486,17394.885081491084,51527.43551395589,1685.6802362332455,33135.499720447115,57326.52433768203,3.43013349532857,0.7383405237690098,-4.4618151585756626e-06,17195.54447174458,0.0,0.0,0.0,-26886.387559732746,1109918.2259868274
2021-10-19,983866.28328224,-9754.870923089244,51527.43551395589,1685.6802362332455,33135.499720447115,57326.52433768203,2.4010934467299987,0.44300431426140585,-2.2309075792878313e-06,12036.881130221205,0.0,0.0,0.0,-23946.468351593176,1105879.8090416272
2021-10-26,952830.2745452445,-13994.783782874014,51527.43551395589,1685.6802362332455,33135.499720447115,57326.52433768203,1.680765412710999,0.2658025885568435,-1.1154537896439156e-06,8425.816791154843,0.0,0.0,0.0,-41631.51239487216,1049306.8815338572
2021-11-02,994681.044751485,-3375.5681047085145,50696.347844375996,1685.6802362332455,33135.499720447115,24568.510430435155,1.1765357888976993,0.1594815531341061,-5.577268948219578e-07,5898.07175380839,0.0,0.0,0.0,-32489.280468289733,1074801.6421805709
2021-11-09,994681.044751485,-667.9076751392821,50696.347844375996,1685.6802362332455,33135.499720447115,0.0,0.8235750522283894,0.09568893188046365,-2.788634474109789e-07,4128.650227665873,0.0,0.0,0.0,-27924.595591218862,1055735.6387775543
2021-11-16,994681.044751485,15481.764375173312,50696.347844375996,1685.6802362332455,33135.499720447115,0.0,0.5765025365598726,0.0574133591282782,-1.3943172370548946e-07,2890.0551593661107,0.0,0.0,0.0,-26910.25058612176,1071660.7754167155
2021-11-23,1020012.4523182764,1286.8321852439542,50696.347844375996,1685.6802362332455,33135.499720447115,0.0,0.4035517755919108,0.034448015476966916,-6.971586185274473e-08,46579.63733424215,0.0,0.0,0.0,-21007.15014447254,1132389.7374940675
2021-11-30,738278.2253710277,-9249.61290687722,50696.347844375996,1685.6802362332455,57499.83775018761,0.0,0.2824862429143375,0.02066880928618015,-3.4857930926372364e-08,98384.0944103835,0.0,0.0,0.0,-58748.959022098235,878545.9168382501
2021-12-07,695544.4221409514,-23083.29676545175,84770.94229715329,1685.6802362332455,57499.83775018761,0.0,0.19774037004003622,0.012401285571708089,-1.7428965463186182e-08,96248.61272622994,0.0,0.0,0.0,-45621.17030259894,867045.2382243429
2021-12-14,695544.4221409514,14900.917743370428,84770.94229715329,1685.6802362332455,57499.83775018761,0.0,0.13841825902802535,0.007440771343024852,-8.714482731593091e-09,76003.7779332704,0.0,0.0,0.0,-45499.69950243682,884906.0244577512
2021-12-21,446704.05304036906,23400.27636815807,84770.94229715329,1685.6802362332455,57499.83775018761,0.0,0.09689278131961775,0.004464462805814911,-4.3572413657965455e-09,83361.2512273179,0.0,0.0,0.0,-32776.54150733774,664645.6007693212
2021-12-28,510155.46294705535,3790.677554859583,84770.94229715329,1685.6802362332455,57499.83775018761,32758.013907246874,0.06782494692373242,0.0026786776834889464,-2.1786206828982727e-09,103428.33984043192,0.0,0.0,0.0,-34307.87504351196,759781.1499932783
2022-01-04,733276.4738847631,3693.017301628069,83108.7669579935,1685.6802362332455,57499.83775018761,57326.52433768203,0.04747746284661269,0.0016072066100933677,-1.0893103414491364e-09,94349.45342724754,0.0,0.0,0.0,-16775.111381732175,1014164.6915986714
2022-01-11,733276.4738847631,-8180.222482541425,83108.7669579935,1685.6802362332455,87711.61690706597,57326.52433768203,0.03323422399262888,0.0009643239660560207,-5.446551707245682e-10,94109.81725886064,0.0,0.0,0.0,-16616.80144418525,1032421.8898544193
2022-01-18,733276.4738847631,-24630.085034154337,83108.7669579935,1685.6802362332455,87711.61690706597,57326.52433768203,0.023263956794840217,0.0005785943796336124,-2.723275853622841e-10,85275.78279249245,0.0,0.0,0.0,-16263.656345894535,1007491.1275787323
2022-01-25,758607.8814515545,-31.365090916723148,83108.7669579935,1685.6802362332455,87711.61690706597,24568.510430435155,0.01628476975638815,0.0003471566277801674,-1.3616379268114205e-10,79609.64898824798,0.0,0.0,0.0,-35508.51893602237,999752.2375765175
2022-02-01,787132.4105825353,-26268.503199326853,52358.5231835359,1685.6802362332455,87711.61690706597,0.0,0.011399338829471705,0.00020829397666810045,-6.808189634057102e-11,70863.25528204883,0.0,0.0,0.0,-26383.17447287295,947099.8201268523
2022-02-08,884624.3834027929,-20126.643575326118,52358.5231835359,1685.6802362332455,87711.61690706597,0.0,0.007979537180630193,0.00012497638600086027,-3.404094817028551e-11,70993.13348675559,0.0,0.0,0.0,-20644.870952319667,1056601.8307932515
2022-02-15,841388.9762219444,16860.128872813377,52358.5231835359,1685.6802362332455,87711.61690706597,0.0,0.005585676026441134,7.498583160051615e-05,-1.7020474085142756e-11,67575.20590865669,0.0,0.0,0.0,-8796.721858464416,1058783.4151324471
2022-02-22,909955.7909695843,14542.927440102534,52358.5231835359,1685.6802362332455,87711.61690706597,0.0,0.003909973218508793,4.499149896030969e-05,-8.510237042571378e-12,62875.59008906641,0.0,0.0,0.0,-33253.5852483199,1095876.5475322332
2022-03-01,1036038.0292092591,-6017.98959797096,65655.92589681479,1685.6802362332455,87711.61690706597,0.0,0.0027369812529561555,2.6994899376185816e-05,-4.255118521285689e-12,51775.0375129778,0.0,0.0,0.0,-21804.29814191065,1215044.0047864453
2022-03-08,1036038.0292092591,6520.3802429506295,65655.92589681479,1685.6802362332455,87711.61690706597,0.0,0.0019158868770693088,1.619693962571149e-05,-2.1275592606428445e-12,40860.592744477064,0.0,0.0,0.0,-18311.999913467356,1220160.227255417
2022-03-15,1036038.0292092591,34786.91916975691,65655.92589681479,1685.6802362332455,87711.61690706597,40947.51738405859,0.0013411208139485161,9.718163775426893e-06,-1.0637796303214222e-12,31336.11590872382,0.0,0.0,0.0,-17143.44776659443,1281018.3582961569
2022-03-22,1061369.4367760504,1137.7230662414722,65655.92589681479,1685.6802362332455,87711.61690706597,57326.52433768203,0.0009387845697639612,5.8308982652561355e-06,-5.318898151607111e-13,40864.75078677203,0.0,0.0,0.0,-29737.363800569903,1286014.2951509054
2022-03-29,1037205.8058557272,19046.168023446047,65655.92589681479,1685.6802362332455,87711.61690706597,57326.52433768203,0.0006571491988347729,3.498538959153681e-06,-2.6594490758035556e-13,51629.78848000535,0.0,0.0,0.0,-34382.11101544414,1285879.399382178
2022-04-05,1006953.347742211,2654.634121858604,68149.18890555459,1685.6802362332455,87711.61690706597,57326.52433768203,0.00046000443918434094,2.0991233754922084e-06,-1.3297245379017778e-13,55946.7691092103,0.0,0.0,0.0,-8385.83821351805,1272041.923608401
2022-04-12,1006953.347742211,8711.4524155674,68149.18890555459,1685.6802362332455,87711.61690706597,57326.52433768203,0.0003220031074290386,1.2594740252953251e-06,-6.648622689508889e-14,51163.44907686854,0.0,0.0,0.0,-13452.487611389375,1268248.7723330555
2022-04-19,1063413.0459073698,26111.016958699045,68149.18890555459,1685.6802362332455,87711.61690706597,57326.52433768203,0.00022540217520032702,7.55684415177195e-07,-3.3243113447544445e-14,35814.41435380798,0.0,0.0,0.0,-18224.66727451466,1321986.8205580558
2022-04-26,1040961.9719146456,-11180.73230216266,68149.18890555459,1685.6802362332455,87711.61690706597,57326.52433768203,0.0001577815226402289,4.5341064910631694e-07,-1.6621556723772222e-14,25070.090047665584,0.0,0.0,0.0,-22317.980187615754,1247406.3600173031
