Date,base,weather,econ,dist,price,promotion,m_wow_tv,m_wow_olv,m_wow_social,m_amaze_tot,m_celeb_tv,m_celeb_outdoor,m_celeb_display,comp,model,model_og,diff
2020-10-13,239556.64322784153,17087.714211260714,29044.83579973438,32696.59991262161,130775.53188542006,47727.10930341067,41878.011857669706,3726.166344721562,-20630.773061549808,0.0,0.0,0.0,0.0,-4783.152014943908,517078.68746618665,517078.6874661845,2.153683453798294e-09
2020-10-20,241869.2545682716,10217.700592171554,29485.898531235565,33193.11680697415,132761.4344294941,48451.873228439006,44973.443002526525,3257.506353096918,-10909.940795183637,0.0,0.0,0.0,0.0,-5379.013239776034,527921.2734772498,527921.2734772488,9.313225746154785e-10
2020-10-27,239517.3011014411,26059.86976612342,29373.824309317104,33066.95165941217,132256.81577428474,48267.710416279195,31827.226194083636,2707.4900178155212,-5868.364928823132,0.0,0.0,0.0,0.0,-9258.125483152327,527950.6988267815,527950.6988267823,-8.149072527885437e-10
2020-11-03,251070.01352397056,18773.902922270237,30948.026277991685,29608.96240168614,81359.52011435136,19094.52878536243,34571.15737565528,1855.4637066130067,-2459.4630322108947,0.0,0.0,0.0,0.0,-8158.697423736165,456663.4146519537,456663.4146519528,8.731149137020111e-10
2020-11-10,259933.45924904602,3140.3545167513703,28636.58762270613,27397.535423325906,75282.9600753182,0.0,23164.60882230044,1154.0586119784102,-1064.2687864281004,0.0,0.0,0.0,0.0,-9497.751256998372,408147.5442780001,408147.5442779993,7.566995918750763e-10
2020-11-17,266060.6695047512,-19456.905446501634,27205.477317576646,26028.34661507676,71520.7024563633,0.0,15545.23577458802,658.2191885850153,-482.8682679257189,0.0,0.0,0.0,0.0,-8258.110080906714,378820.76706160686,378820.7670616055,1.3387762010097504e-09
2020-11-24,270942.256971641,-4396.298116573004,28353.98385468442,27127.159397831812,74540.02071168242,0.0,11413.471369704963,411.7497592258866,-255.97238177313318,0.0,0.0,0.0,0.0,-9787.68360842457,398348.6879579998,398348.68795799837,1.4551915228366852e-09
2020-12-01,191722.41040591284,-7333.1621257460165,15908.03159176252,18510.40804949734,50862.907507429845,0.0,5476.035613033815,168.61203983966573,-85.76623824542014,0.0,0.0,0.0,0.0,-5894.821273644357,269334.6555698403,269334.65556983877,1.5133991837501526e-09
2020-12-08,189226.916837254,4551.629479393789,16378.289773643295,19057.595222530592,52366.46866593152,0.0,3958.906990906623,104.17111789186791,-45.29116448939958,0.0,0.0,0.0,0.0,-4645.2746118230425,280953.4123112392,280953.4123112387,5.238689482212067e-10
2020-12-15,189395.38712254068,1656.872225370757,16386.016954748822,22580.442889434777,52391.17485887534,0.0,2778.6270457505148,62.53694435281961,-22.6162794834725,0.0,0.0,0.0,0.0,-4392.507826408242,280835.933935182,280835.93393518246,-4.656612873077393e-10
2020-12-22,99605.87805757062,963.3043548516421,9419.314038669843,12980.108790025462,30116.466387983826,13418.206021041411,1119.8014880502956,21.570177761801503,-6.811900247696249,0.0,0.0,0.0,0.0,-2216.4784275745315,165421.35898813265,165421.35898813268,-2.9103830456733704e-11
2020-12-29,111697.13410129509,-2215.3385598192303,11103.311754110906,15300.71021161925,35500.729019668506,26784.077555068587,924.9949186381842,15.256334290023158,-4.08511903788663,0.0,0.0,0.0,0.0,-2313.3122226438772,196793.47799318956,196793.47799318953,2.9103830456733704e-11
2021-01-05,193680.7270410762,-12608.380053887688,22211.59121484512,26232.310284690626,60864.24264603539,45919.97517737584,1110.9367768966133,15.693997386533335,-3.453760143658996,0.0,0.0,0.0,0.0,-2491.126844727208,334932.5164795478,334932.51647954836,-5.820766091346741e-10
2021-01-12,194861.86338767497,-14958.941640353509,22061.154449207905,26054.641612678344,60452.01554721728,45608.96402662096,1887.6677200363033,9.352714913835245,-1.695472076412993,0.0,0.0,0.0,0.0,-5327.37949222348,330647.6428536962,330647.6428536962,0.0
2021-01-19,202891.68936251043,4069.362312085717,24805.993290569884,29296.348317597127,67973.42793271365,51283.61066683998,8420.257058925166,6.309862827037505,-1.0152234824505115,0.0,0.0,0.0,0.0,-4269.407944527711,384476.5756360589,384476.5756360588,5.820766091346741e-11
2021-01-26,195059.1527015612,1081.1521097878453,21355.895873789883,25221.717865687213,58519.4647161111,19772.034137976894,5092.7207703720405,3.2593717099896566,-0.4119448696682067,0.0,0.0,0.0,0.0,-5361.33827845592,320743.64732367056,320743.64732367056,0.0
2021-02-02,197384.62454942113,9507.695393120988,32286.497462036856,25336.117057981854,58784.893880480115,0.0,3590.1296822157774,1.9644974350419995,-0.20528699640737552,0.0,0.0,0.0,0.0,-6018.951114230219,320872.76612146513,320872.76612146513,0.0
2021-02-09,252873.78392943222,23435.916061878,42576.90722052186,33411.28924171346,77520.9195627468,0.0,3319.9358510898755,1.5543773235375011,-0.1377008817076213,0.0,0.0,0.0,0.0,-6163.176329396124,426976.992214428,426976.99221442715,8.731149137020111e-10
2021-02-16,244020.2301137768,10081.836469556261,40777.9604769245,31999.605446329606,74245.52886595942,0.0,11603.972701122348,2163.099562955006,-0.06570313036040339,0.0,0.0,0.0,0.0,-6735.756625645796,408156.4113078478,408156.4113078456,2.2118911147117615e-09
2021-02-23,277552.28101172904,5744.295140566268,48195.0224746504,37819.9813239438,87749.97303658907,0.0,36334.827257276775,5291.711504023951,-370.7991133030073,0.0,0.0,0.0,0.0,-11091.407771545535,487225.8848639307,487225.8848639307,0.0
2021-03-02,302206.7097179079,5572.9702663672515,40385.02882107169,41330.617162301656,95895.35516987303,0.0,45710.19470880198,8913.369697969978,-612.850542939713,0.0,0.0,0.0,0.0,-4639.945856322337,534761.4491450315,534761.4491450314,1.1641532182693481e-10
2021-03-09,309467.13539978093,-28063.296912319143,39508.45564773412,40433.51961651448,93813.90820193985,0.0,53935.12209405549,6563.269208570844,-668.7744034612441,0.0,0.0,0.0,0.0,-4108.851147021534,510880.4877057938,510880.4877057938,0.0
2021-03-16,308010.4746479832,-10451.031482304232,39072.06182070779,39986.9079209595,92777.67912749646,0.0,38191.959356512605,4958.973427283235,-715.068755381722,0.0,0.0,0.0,0.0,-4205.041751019924,507626.91431223694,507626.9143122369,5.820766091346741e-11
2021-03-23,328077.75022218603,-37505.006223397606,44344.44741557216,45382.74288541641,105297.10288356322,46914.47534741919,51178.65078536632,4582.351823748752,-856.0234364627673,0.0,0.0,0.0,0.0,-5018.671518878697,582397.8201845331,582397.820184532,1.1641532182693481e-09
2021-03-30,297758.62531934003,10870.297936645564,44984.30120691147,46037.578423776446,106816.4532064072,80589.33565146483,38638.145052044885,3665.7679215427324,-959.5469632309312,0.0,0.0,0.0,0.0,-10223.53093218659,618177.4268227156,618177.4268227157,-1.1641532182693481e-10
2021-04-06,292075.5325578981,-21320.071346385168,40567.93518992772,43073.00657895696,99938.0495070578,75399.81692252906,38209.49563948088,2445.9859658593846,-429.97282913252076,0.0,0.0,0.0,0.0,-4898.070681132445,565061.7075050597,565061.7075050598,-1.1641532182693481e-10
2021-04-13,291402.092484717,-10271.926855596743,40239.35420768422,42724.13570979398,99128.59883334953,74789.11426316696,26832.343177287756,1802.3532031316067,-214.11978415567907,0.0,0.0,0.0,0.0,-4651.669138184573,561780.2761011942,561780.2761011921,2.0954757928848267e-09
2021-04-20,329515.2155964856,-1009.6968130811922,45419.14215698115,48223.775742572005,111888.87125267227,84416.30039541771,21369.81071889575,1611.4757021038233,-121.38579997304159,0.0,0.0,0.0,0.0,-5641.15909458769,635672.3498574864,635672.3498574864,0.0
2021-04-27,311725.48646031274,-22479.990898932865,40919.9006143364,43446.705880391615,100805.10714370241,76053.98205169408,13552.49244301797,1079.783921586954,-52.335457470651086,0.0,0.0,0.0,0.0,-5657.30187872591,559393.8302799129,559393.8302799127,2.3283064365386963e-10
2021-05-04,289610.7999033922,47634.96373123186,73048.49138993176,47898.56835521692,111134.32462222104,83847.02094603724,10499.84716001916,888.8272446251241,-32.5998214766547,0.0,0.0,0.0,0.0,-5195.030874652953,659335.2126565458,659335.2126565457,1.1641532182693481e-10
2021-05-11,296386.56227302627,19294.00828376726,70430.93726771358,46182.21401769496,107152.03691169183,80842.52200106301,7105.990506046528,594.4165752278986,-15.07609807441377,0.0,0.0,0.0,0.0,-6797.521785377873,621176.089952779,621176.0899527802,-1.1641532182693481e-09
2021-05-18,306858.5745807453,9948.99177501271,65266.6358547723,42795.93403397436,99295.18540453093,33548.97050202546,4618.330900666651,404.7907996754921,-6.553045736927325,0.0,0.0,0.0,0.0,-6746.293667541153,555984.5671381251,555984.5671381262,-1.1641532182693481e-09
2021-05-25,326329.474222432,-25998.795726421667,60101.41787294144,39409.05304759411,91436.93945016692,0.0,2980.9942107709194,1870.2538473293473,-2.741948421291344,0.0,0.0,0.0,0.0,-9162.555202807296,486964.0397735846,486964.03977358365,9.313225746154785e-10
2021-06-01,293046.0173570398,-3037.8385246667494,34309.52789431274,35539.750030186704,82459.37723141092,0.0,1883.5922188546633,2967.3345774105233,-1.261203053817055,0.0,0.0,0.0,0.0,-3498.986428191616,443667.51315330324,443667.51315330475,-1.5133991837501526e-09
2021-06-08,289498.3843844337,14433.220445010324,35221.579946204605,36484.50514423479,84651.39935521399,0.0,1354.4582959213867,1830.2671202284102,-0.6627156995394442,0.0,0.0,0.0,0.0,-2430.186837881734,461042.9651376659,461042.9651376651,8.149072527885437e-10
2021-06-15,284829.38340424094,-14319.10815995498,37768.66329798878,39122.9181794515,90773.04893289565,66217.31241800502,1017.1549792051516,1178.5559777422557,-0.36646504704980065,0.0,0.0,0.0,0.0,-4099.7466822151,502487.81588231213,502487.8158823104,1.7462298274040222e-09
2021-06-22,303621.09471660707,-4499.385003222238,43978.93868758109,45555.87276992497,105698.79908133036,127749.05465378537,829.3517917269718,823.8187398948935,-0.21742661558898857,0.0,0.0,0.0,0.0,-32733.503071116204,591023.8249398969,591023.8249398946,2.3283064365386963e-09
2021-06-29,276849.77234743896,-3335.027027222958,41407.452054885674,42892.181435743834,99518.49875938882,120279.45679206302,546.7250094767878,465.52921456672874,-0.10590201977473532,0.0,0.0,0.0,0.0,-11846.400095596524,566778.0825887244,566778.0825887246,-1.1641532182693481e-10
2021-07-06,288343.40854537295,-59130.97259661928,41173.16412986784,41638.056862496465,96608.67718797222,116762.60552988703,371.5764233767364,271.1993678781942,-0.047632667487491495,5540.425175627829,0.0,0.0,0.0,-3303.7605208158247,528274.3324723766,528274.3324723758,8.149072527885437e-10
2021-07-13,291757.1982950818,-7934.849738428516,34286.17936710392,34673.310061434124,27149.4129172391,44835.472198669464,216.62034161779331,135.5163426529953,-0.019390188858625573,14066.954831862387,0.0,0.0,0.0,-4422.564482759277,434763.2307442849,434763.23074428644,-1.5133991837501526e-09
2021-07-20,312874.08916708064,25577.227411227905,36831.56285642018,37247.43387982012,29164.967541866445,0.0,162.90412069571397,87.35185216321841,-0.010496610191640847,32330.878980218942,0.0,0.0,0.0,-5334.203522407136,468942.2017904758,468942.201790475,8.149072527885437e-10
2021-07-27,295418.6918304353,-6459.321482433052,32864.53738166497,33235.616090645104,26023.689783439073,0.0,101.75625234977744,46.76787409825738,-0.0045355616346773025,37152.37930282881,0.0,0.0,0.0,-6813.035733155988,411571.0767643106,411571.07676431286,-2.270098775625229e-09
2021-08-03,299374.4497780087,-29203.288264748415,36011.466202267286,32263.365019942405,25262.41127466781,0.0,69.14831541608615,27.24049142609789,-0.0021447216374472717,32949.00007687905,0.0,0.0,0.0,-2501.6927583278475,394252.0979908095,394252.0979908081,1.3969838619232178e-09
2021-08-10,300666.5812327779,-35385.641929229416,35611.05946467833,31904.632924483816,24981.5218594658,0.0,47.866900633282796,16.162791019620908,-0.0010514368257926322,32506.757884737664,0.0,0.0,0.0,-2155.960628763658,388192.9794483665,388192.9794483665,0.0
2021-08-17,297303.4211767945,-19182.287032999546,36575.449082082356,32768.64812655878,25658.051024012453,0.0,34.41487700604791,9.960382758509397,-0.000552070232581534,32478.878666528934,0.0,0.0,0.0,-2430.5867641622426,403215.9489865096,403215.9489865096,0.0
2021-08-24,315654.7827198265,1499.8998953706266,40576.16147189352,36352.96328460521,28464.591619037303,0.0,26.725831477017266,6.629957729260492,-0.00031472692405747353,34806.34276500262,0.0,0.0,0.0,-3739.0506859432912,453649.0465442719,453649.0465442702,1.7462298274040222e-09
2021-08-31,319193.1951704519,-57955.33253951921,35021.430949130794,31376.37339968663,24567.891434774592,0.0,16.147160500998087,3.4334146013003624,-0.00012492563941156508,31621.569467203248,0.0,0.0,0.0,-8524.229233709488,375320.47909819515,375320.47909819643,-1.280568540096283e-09
2021-09-07,303184.55320655473,-20076.114592828075,39663.50382148121,38740.05516646128,30333.699098453006,65569.29941375554,13.955791452023325,2.5435236372662953,-8.650908456950248e-05,39559.76068714888,0.0,0.0,0.0,-5628.786753582018,491362.4692760247,491362.4692760247,0.0
2021-09-14,293622.870245219,2164.732377293559,43638.67826070849,42622.679297831346,33373.81743610838,119523.71134691761,10.748180907761801,1.6790669474901472,-5.054495250980776e-05,30868.89619069403,0.0,0.0,0.0,-7615.149210948819,558212.6631411341,558212.6631411338,2.3283064365386963e-10
2021-09-21,314038.8998733505,22548.88602454936,47493.41618164088,46387.670922910496,36321.82880502917,130081.60633693103,8.188346091687299,1.09643115559434,-2.7848815849507938e-05,23734.404546037505,0.0,0.0,0.0,-8996.371788665216,611619.6256511821,611619.6256511823,-1.1641532182693481e-10
2021-09-28,319609.4299320603,-33928.31442313173,42845.14568587503,41847.62180760572,32766.94270163821,117350.27341985353,5.1708673657389435,0.5934730508073601,-1.1432271620167967e-05,15085.16923099641,0.0,0.0,0.0,-10731.143653640556,524850.8890302412,524850.8890302411,1.1641532182693481e-10
2021-10-05,322736.0786699779,14303.012995947189,33885.89010536371,42431.806772405114,33224.36308640419,94030.62731210639,3.6701418327732607,0.3610547789954068,-6.038128119621946e-06,10755.646554258354,0.0,0.0,0.0,-7676.020277827441,543695.4364092092,543695.436409209,1.1641532182693481e-10
2021-10-12,326800.5556774035,14367.449105452473,32373.931223569445,40538.536537489206,31741.92096361353,70963.19658185239,2.454470950990266,0.20696692680670378,-2.8161330800837603e-06,7215.894488887052,0.0,0.0,0.0,-11028.247340398853,512975.89867293043,512975.8986729304,5.820766091346741e-11
2021-10-19,357103.16401396506,-9173.219631687265,33690.82038399932,42187.54107071203,33033.10155455057,73849.79888302919,1.7880201557855286,0.12923149959644745,-1.4249358118105844e-06,5268.301046938064,0.0,0.0,0.0,-9925.177863845529,526036.2467078919,526036.2467078937,-1.7462298274040222e-09
2021-10-26,316952.2162055241,-16540.948564498514,28963.485277009077,36267.98667256842,28398.054414357208,63487.54759544356,1.07599415795123,0.06665901521333996,-5.99981348308724e-07,3175.2991174898752,0.0,0.0,0.0,-13068.442423242812,447636.3409472241,447636.3409472249,-7.566995918750763e-10
2021-11-02,343426.9589339891,-6748.261253038441,29135.246237170373,37044.011770807934,29005.686791795102,29039.87227358818,0.7693123063166192,0.04085119052961141,-3.0473434777001933e-07,2272.7475984541006,0.0,0.0,0.0,-7244.180882117427,455932.89163384103,455932.8916338394,1.6298145055770874e-09
2021-11-09,346173.28401857615,-932.0567021100336,27833.919374280365,35389.43959955701,27710.14670637856,0.0,0.5144657936387451,0.02341594311230594,-1.4365669273386402e-07,1521.0265451732955,0.0,0.0,0.0,-5583.198023628766,432113.0993998196,432113.0993998212,-1.57160684466362e-09
2021-11-16,345149.00613885536,10814.71709069996,28277.4621007237,35953.38204388968,28151.717074353724,0.0,0.365864849181966,0.01427345031182117,-7.301053635400977e-08,1082.2641177154137,0.0,0.0,0.0,-9127.173169920465,440301.75553454383,440301.75553454383,0.0
2021-11-23,370754.8576665408,-1882.1286929401433,30793.967791595922,39152.9934587074,30657.032295822006,0.0,0.2788971037039377,0.00932621525751964,-3.996424182215553e-08,18641.347496155904,0.0,0.0,0.0,-7490.55386991783,480627.8043692429,480627.80436924304,-1.1641532182693481e-10
2021-11-30,258017.3687496024,-7820.34657734728,22976.567967296476,29213.55966257186,39206.36291648777,0.0,0.14566713834681114,0.0041751896432131895,-1.5146772785286164e-08,28734.498403598238,0.0,0.0,0.0,-9018.46513188827,361309.6958326341,361309.69583263405,5.820766091346741e-11
2021-12-07,245839.34938921497,-16780.58926099168,36034.17119813175,28526.730199135214,38284.596260309416,0.0,0.09956969413563163,0.0024462172248784675,-7.703641010392861e-09,27474.887671046246,0.0,0.0,0.0,-6034.092932981104,353345.15453976847,353345.15453976847,0.0
2021-12-14,241581.27045195657,9796.753170889813,37207.72615674496,29455.784054547654,39531.44269206864,0.0,0.07196872737611994,0.0015155307180792904,-4.127611902789363e-09,22596.852825816186,0.0,0.0,0.0,-8886.214397241252,371283.68843903654,371283.68843903526,1.280568540096283e-09
2021-12-21,129455.64958373876,7876.443708863288,20362.950809060334,16120.487428289836,21634.668551328738,0.0,0.027570805728513056,0.0004976494655993819,-1.1287535782921891e-09,13521.331619480121,0.0,0.0,0.0,-4626.422812843283,204345.13695637183,204345.13695637186,-2.9103830456733704e-11
2021-12-28,142600.97661598554,-2258.4142008166377,23742.82843482495,18796.193679618278,25225.62807694592,19430.592091672243,0.022502939450356533,0.00034815001397920265,-4.6302806067584233e-10,19394.14729772617,0.0,0.0,0.0,-5517.175496979778,241414.79935006564,241414.79935006527,3.7834979593753815e-10
2022-01-04,242995.64382335218,-2726.6040645780963,42929.585376711584,34598.376906175625,46433.11314926314,60564.87558536883,0.028995000172707237,0.00038450613633333184,-8.824732087826978e-10,32691.59711642026,0.0,0.0,0.0,-2316.919927148635,455169.69734507037,455169.6973450703,5.820766091346741e-11
2022-01-11,240154.95933479577,-6716.306616468796,44856.32265974564,36151.19839589306,72867.9687025408,63283.10831015992,0.021207434346390056,0.00024105814427214558,0.0,34075.56150768125,0.0,0.0,0.0,-3448.873177162476,481223.9605656776,481223.96056567854,-9.313225746154785e-10
2022-01-18,244763.53670524346,-21449.008759081757,44049.099314674466,35500.63032505839,71556.6546679322,62144.28106468632,0.014578053075119689,0.0001420317760345089,0.0,30435.73986713283,0.0,0.0,0.0,-3334.737054031438,463666.2108516993,463666.21085169935,-5.820766091346741e-11
