Date,svol_xf,margin_xf,c,d_jan,d_feb,d_mar,d_apr,d_may,d_jun,d_jul,d_aug,d_sep,d_oct,d_nov,d_dec,school_easter,school_holidays,school_ht_feb,school_ht_may,school_ht_oct,school_summer,school_xmas,payday_25,payday_lf,bh_aug,bh_boxd,bh_easter,bh_eastmon,bh_goodfri,bh_lastmay,bh_mayday,bh_ny,bh_xmas,day_fathers,day_mothers,day_valentine,trend_2007,trend_2008,trend_2009,trend_2010,trend_2011,ww_nat_dlta_maxtemp,ww_nat_dlta_mintemp,ww_nat_dlta_rain,ww_nat_dlta_sun,ww_nat_lta_maxtemp,ww_nat_lta_mintemp,ww_nat_lta_sun,ww_nat_maxtemp,ww_nat_lta_rain,ww_nat_mintemp,ww_nat_rain,ww_nat_sun,gfk_climmajpurch,gfk_consconf,gfk_econlst12msnth,gfk_econnxt12mnths,gfk_hhlst12mnths,gfk_hhnxt12mnths,oecd_bci,oecd_cci,oecd_cp_all,oecd_cp_energy,oecd_cp_food,oecd_cp_housing,oecd_cp_nfne,oecd_cp_service,oecd_gdp,oecd_gdp_2000base,oecd_hcp_all,oecd_intrate,oecd_unemploy,rsi_nfood_val_sa,rsi_nfood_vol_sa,rsi_val_sa,rsi_vol_sa,dist_xf,price_se_xf,price_se_lor,price_se_mayb,price_se_no7,prom_tft,prom_gwp,pos_ge,pos_pps,pos_fsdu,m_wow_tv,m_wow_olv,m_wow_social,m_wow_tot,m_amaze_tv,m_amaze_outdoor,m_amaze_display,m_amaze_tot,m_celeb_tv,m_celeb_outdoor,m_celeb_display,m_celeb_tot,xf_total,comp_lor_tot,comp_mayb_tot,comp_no7_tot,svol_xf_add,random,error
2020-03-17,449929.6732175556,0.9,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.4285714285714,0.0,0.0,0.0,0.0,-2.7247269650074,-2.35608268099533,-0.458790089597895,0.566240025100038,10.2143373335626,3.64179695567888,3.39609765854434,7.48961036855524,1.54450438636226,1.28571427468355,1.08571429676436,3.96233768364438,2,-7,-33,-21,0,10,101.9037,101.207,104.2087,120.11,106.0,104.6799,102.5915,104.6842,1404845,1166011.88707093,104.2087,4.82,5.5,104.1,105.0,103.9,103.2,0.8,8.473684210526315,9.162,8.25,9.59466131720211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139019,26611,128591,802527.5557095914,0.29352958514339966,-0.02715512944161764
2020-03-24,449929.6732175556,0.9,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.4285714285714,0.0,0.0,0.0,0.0,0.346959013307462,-0.502245258792673,-0.925262302863629,0.801043140979131,10.7296643670315,3.92172577548648,3.84700882979224,11.0766233803389,1.4888986688803,3.4194805166938,0.563636366016679,4.64805197077138,2,-7,-33,-21,0,10,101.9037,101.207,104.2087,120.11,106.0,104.6799,102.5915,104.6842,1404845,1166011.88707093,104.2087,4.82,5.5,104.1,105.0,103.9,103.2,0.8,8.473684210526315,9.162,8.25,9.59466131720211,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332325,63571,86575,802527.5557095914,0.8638014985235443,0.054877961600989095
2020-03-31,449929.6732175556,0.9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.714285714285714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.4285714285714,0.0,0.0,0.0,0.0,1.78921081618128,-0.983424813662928,-1.55225893598526,3.54480645848573,11.0835164292981,3.91719105863406,4.3097390130509,12.8727272454794,1.58862257260047,2.93376624497113,0.0363636366152144,7.85454547153664,6,-6,-28,-18,0,11,101.9153,101.3326,104.5087,121.2101,106.2,105.8451,102.7914,105.272,1404845,1166011.88707093,104.5087,5.04,5.3,103.6,104.8,103.7,103.2,0.8,8.7,9.162,8.56,9.59466131720211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117013,0,130652,802527.5557095914,0.08929918066587483,-0.06725416101246982
2020-04-07,449929.6732175556,0.9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.714285714285714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14.4285714285714,0.0,0.0,0.0,0.0,4.1636191630816,1.57591292047906,-1.64685593904765,0.806889349874884,11.392225106708,3.85655461136919,4.77363012497441,15.5558442697896,1.68321957634019,5.43246753184826,0.0363636372925399,5.58051947484929,6,-6,-28,-18,0,11,101.9153,101.3326,104.5087,121.2101,106.2,105.8451,102.7914,105.272,1404845,1166011.88707093,104.5087,5.04,5.3,103.6,104.8,103.7,103.2,0.8,8.7,9.162,8.56,9.59466131720211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114402,0,160459,802527.5557095914,0.9884647126368279,0.11361319590772585
2020-04-14,449929.6732175556,0.9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4285714285714,0.0,0.0,0.0,0.0,3.26845587623266,1.01755120296489,-1.46287756324074,1.81126834943586,12.1458298330989,4.53179945428143,4.78223818503914,15.4142857093315,1.59534509719839,5.54935065724633,0.132467533957648,6.59350653447501,6,-6,-28,-18,0,11,101.9153,101.3326,104.5087,121.2101,106.2,105.8451,102.7914,105.272,1404845,1166011.88707093,104.5087,5.04,5.3,103.6,104.8,103.7,103.2,0.8,8.7,9.162,8.56,9.59466131720211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96639,5756,225588,802527.5557095914,0.3900943962224761,-0.01395365069816108
2020-04-21,449929.6732175556,0.9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.4285714285714,0.0,0.0,0.0,0.0,2.56824904765798,2.90645328560151,-0.447467480750797,-0.7357683939983,13.0135691861788,5.41952081809077,5.00589827889386,15.5818182338367,1.56694800336636,8.32597410369228,1.11948052261556,4.27012988489556,6,-6,-28,-18,0,11,101.9153,101.3326,104.5087,121.2101,106.2,105.8451,102.7914,105.272,1404845,1166011.88707093,104.5087,5.04,5.3,103.6,104.8,103.7,103.2,0.8,8.7,9.162,8.56,9.59466131720211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258221,0,2541,802527.5557095914,0.6904552874360947,0.024857064087592223
2020-04-28,449929.6732175556,0.9,1,0.0,0.0,0.0,0.285714285714285,0.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4285714285714,0.0,0.0,0.0,0.0,1.6826299650789,-0.141130536292622,-1.54471851335679,3.1819083525603,13.8485389726042,6.24892274965825,5.16874101976345,15.5311689376831,1.71354968586487,6.10779221336562,0.168831172508078,8.35064937232376,6,-6,-28,-18,0,11,101.9153,101.3326,104.5087,121.2101,106.2,105.8451,102.7914,105.272,1404845,1166011.88707093,104.5087,5.04,5.3,103.6,104.8,103.7,103.2,0.8,8.7,9.162,8.56,9.59466131720211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777693,0,397974,802527.5557095914,0.4385793792874083,-0.007728599165502902
2020-05-05,449929.6732175556,0.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857142,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.4285714285714,0.0,0.0,0.0,0.0,-0.513702553569018,1.04580478383259,2.18276324926283,-2.54239684743595,14.3266895715101,6.65679262991164,5.30733192822043,13.8129870179411,1.79515881246149,7.70259741374424,3.97792206172432,2.76493508078448,4,-2,-18,-10,3,13,101.9718,101.6187,104.8087,121.9102,106.7,106.0451,103.0914,105.8054,1404845,1166011.88707093,104.8087,5.15,5.3,103.0,104.6,103.2,103.0,0.8,8.7,9.162,8.56,9.59466131720211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529026,0,239636,802527.5557095914,0.02105386210196647,-0.10162269600007282
2020-05-12,449929.6732175556,0.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4285714285714,0.0,0.0,0.0,0.0,-0.822630323006873,0.681831499888693,1.45730827072371,-1.73703994528205,14.8888640570386,7.20777889281804,5.36950750178496,14.0662337340317,1.78165276096091,7.88961039270673,3.23896103168462,3.63246755650291,4,-2,-18,-10,3,13,101.9718,101.6187,104.8087,121.9102,106.7,106.0451,103.0914,105.8054,1404845,1166011.88707093,104.8087,5.15,5.3,103.0,104.6,103.2,103.0,0.8,8.7,9.162,8.56,9.59466131720211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298040,0,171798,802527.5557095914,0.693787171664103,0.02533070189332102
2020-05-19,449929.6732175556,0.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20.4285714285713,0.0,0.0,0.0,0.0,0.583302578352071,-0.206093494668354,-0.7626848635478,0.440091352067264,15.3452688997608,7.68011946869432,5.41315543489094,15.9285714781129,1.86917837269255,7.47402597402597,1.10649350914475,5.85324678695821,4,-2,-18,-10,3,13,101.9718,101.6187,104.8087,121.9102,106.7,106.0451,103.0914,105.8054,1404845,1166011.88707093,104.8087,5.15,5.3,103.0,104.6,103.2,103.0,0.8,8.7,9.162,8.56,9.59466131720211,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135019,151403,163399,802527.5557095914,0.4604310175440288,-0.004967395800658668
2020-05-26,449929.6732175556,0.9,1,0.0,0.0,0.0,0.0,0.714285714285714,0.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.714285714285714,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.4285714285713,0.0,0.0,0.0,0.0,-1.25575212477049,-1.80904133411812,0.893156116202147,-0.286077576379558,15.9323755435041,8.21033999717696,5.49516850281,14.6766234187336,1.89515558240488,6.40129866305883,2.78831169860703,5.20909092643044,4,-2,-18,-10,3,13,101.9718,101.6187,104.8087,121.9102,106.7,106.0451,103.0914,105.8054,1404845,1166011.88707093,104.8087,5.15,5.3,103.0,104.6,103.2,103.0,0.8,8.7,9.162,8.56,9.59466131720211,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624351,200662,308903,802527.5557095914,0.23846206022809868,-0.035562920380313494
2020-06-02,449929.6732175556,0.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4285714285713,0.0,0.0,0.0,0.0,1.46124886344839,0.989614919701338,-1.28744000290685,-0.283428392455303,16.4971926355433,8.75454096408772,5.46914269274176,17.9584414989917,1.80302442917366,9.74415588378906,0.515584426266806,5.18571430028646,6,-3,-24,-10,3,13,101.9378,101.8576,105.0088,121.5101,107.3,106.2254,103.2914,106.2025,1404845,1166011.88707093,105.0088,5.43,5.2,104.4,106.2,103.9,103.5,0.8,8.7,9.162,8.56,9.59466131720211,1.0,1.0,0.0,0.0,0.0,0.0,63932.543874999996,0.0,63932.543874999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127865.08774999999,123856,87280,243034,802527.5557095914,0.2438508210229664,-0.03469845063458878
2020-06-09,401758.6834279226,0.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4285714285713,0.0,0.0,0.0,0.0,0.0937335782189204,1.67457074703889,3.40911092300247,-2.43475751480403,17.0660067335399,9.36439027953676,5.50748477003695,17.1597403117588,1.80127872313057,11.0389610265756,5.21038964613304,3.07272725523292,6,-3,-24,-10,3,13,101.9378,101.8576,105.0088,121.5101,107.3,106.2254,103.2914,106.2025,1404845,1166011.88707093,105.0088,5.43,5.2,104.4,106.2,103.9,103.5,0.8,8.7,9.162,8.56,9.59466131720211,1.0,1.0,0.0,0.0,0.0,0.0,50415.5368125,0.0,50415.5368125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100831.073625,98505,1244,155865,774509.5729254865,0.31656540516912035,-0.02386624305605031
2020-06-16,388270.80110335967,0.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.4285714285713,0.0,0.0,0.0,0.0,-0.0366828755835395,0.968628939072411,1.9927685710514,-2.20400023971478,17.5652541530533,9.85604637321753,5.49231194693353,17.5285712774697,1.86827037456388,10.8246753122899,3.86103894561529,3.28831170721874,6,-3,-24,-10,3,13,101.9378,101.8576,105.0088,121.5101,107.3,106.2254,103.2914,106.2025,1404845,1166011.88707093,105.0088,5.43,5.2,104.4,106.2,103.9,103.5,0.8,8.7,9.162,8.56,9.59466131720211,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,841.18125,0.0,841.18125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.3625,178969,14511,172256,778525.2457959765,0.8532128521395871,0.05251564286987932
2020-06-23,359200.39660229586,0.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25.4285714285713,0.0,0.0,0.0,0.0,-2.85551576701156,-1.21551192150646,4.0027498329366,-2.38456316647199,17.9165547751149,10.4155119103596,5.14300475343863,15.0610390081034,1.89075662954838,9.19999998885315,5.89350646248498,2.75844158696663,6,-3,-24,-10,3,13,101.9378,101.8576,105.0088,121.5101,107.3,106.2254,103.2914,106.2025,1404845,1166011.88707093,105.0088,5.43,5.2,104.4,106.2,103.9,103.5,0.8,8.7,9.162,8.56,9.59466131720211,0.0,0.0,0.0,0.0,0.0,0.0,841.18125,0.0,841.18125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.3625,480790,0,273779,730169.6647237197,0.16199261518244645,-0.04931507026618241
